Occur Date,Occur Time,Beat,Location,UCR #,UCR Literal,Neighborhood,NPU,Longitude,Latitude,Shift Occurrence,Day of Week,Crime Category
6/19/19,2035,609,1275 CAROLINE ST NE @TARGET - CAROLINE,630,LARCENY-NON VEHICLE,Edgewood,O,-84.34619,33.75674,Evening,2,4
6/19/19,2210,106,1400 DONALD LEE HOLLOWELL PKWY NW,630,LARCENY-NON VEHICLE,Bankhead,K,-84.43359,33.77125,Evening,2,4
6/18/19,2330,106,426 CAIRO ST NW,710,AUTO THEFT,Bankhead,K,-84.41985,33.76628,Evening,1,3
6/19/19,120,609,1388 LA FRANCE ST NE,710,AUTO THEFT,Edgewood,O,-84.34229,33.7608,Morning,2,3
6/18/19,2200,410,1994 BENT CREEK WAY SW,710,AUTO THEFT,Campbellton Road,R,-84.46631,33.7011,Evening,1,3
6/18/19,800,501,691 14TH ST NW,710,AUTO THEFT,Home Park,E,-84.41102,33.7864,Day,1,3
6/19/19,430,301,361 LYNNHAVEN DR SW,710,AUTO THEFT,Capitol View Manor,X,-84.39963,33.715140000000005,Morning,2,3
6/19/19,1850,302,1190 METROPOLITAN PKWY SW,710,AUTO THEFT,Pittsburgh,V,-84.40759,33.72254,Evening,2,3
6/19/19,2101,210,3637 PEACHTREE RD NE @BORDERS BOOK & MUSIC,710,AUTO THEFT,Lenox,B,-84.35831999999999,33.85325,Evening,2,3
6/19/19,2100,114,3263 DONALD LEE HOLLOWELL PKWY NW,710,AUTO THEFT,English Park,G,-84.49384,33.78784,Evening,2,3
6/19/19,2015,503,1136 CRESCENT AVE NE,710,AUTO THEFT,Midtown,E,-84.38450999999999,33.78575,Evening,2,3
6/19/19,38,107,812 HOLLYWOOD RD NW,311,ROBBERY-PEDESTRIAN,Grove Park,J,-84.45040999999999,33.77707,Morning,2,2
6/19/19,2330,108,2129 MARTIN L KING JR DR NW,311,ROBBERY-PEDESTRIAN,Florida Heights,I,-84.45836,33.7512,Evening,2,2
6/19/19,1519,503,44 PEACHTREE PL,315,ROBBERY-RESIDENCE,Midtown,E,-84.38537,33.78085,Day,2,2
6/19/19,45,208,3566 PIEDMONT RD NE,347,ROBBERY-PEDESTRIAN,Buckhead Forest,B,-84.37963,33.85134,Morning,2,2
6/19/19,400,603,PARKWAY DR NE / NORTH AVE NE,341,ROBBERY-PEDESTRIAN,Old Fourth Ward,M,-84.3725,33.77174,Morning,2,2
6/19/19,100,408,1350 ANIWAKA AVE SW,410,AGG ASSAULT,Venetian Hills,S,-84.44082,33.7187,Morning,2,2
6/19/19,853,303,515 FULTON ST SW,410,AGG ASSAULT,Mechanicsville,V,-84.40446999999999,33.741,Day,2,2
6/19/19,1656,308,604 THOMASVILLE BLVD SE,410,AGG ASSAULT,Thomasville Heights,Z,-84.36413,33.70489,Evening,2,2
6/19/19,1650,509,255 COURTLAND ST NE,430,AGG ASSAULT,Downtown,M,-84.38314,33.76157,Evening,2,2
6/19/19,1900,111,3333 LAKE VALLEY RD NW,430,AGG ASSAULT,Adamsville,H,-84.49706,33.76526,Evening,2,2
6/19/19,1930,302,543 ROCKWELL ST SW,430,AGG ASSAULT,Pittsburgh,V,-84.40541,33.73207,Evening,2,2
6/19/19,2300,302,881 HOBSON ST SW,430,AGG ASSAULT,Pittsburgh,V,-84.40625,33.730979999999995,Evening,2,2
6/19/19,9,311,394 CLEVELAND AVE SW,512,BURGLARY-NONRES,Hammond Park,X,-84.40164,33.6806,Morning,2,3
6/19/19,220,309,2690 METROPOLITAN PKWY SW,512,BURGLARY-NONRES,Perkerson,X,-84.40737,33.68169,Morning,2,3
6/18/19,2330,211,2555 PIEDMONT RD NE,512,BURGLARY-NONRES,Lindbergh/Morosgo,B,-84.36709,33.82476,Evening,1,3
6/19/19,415,408,1437 CAMPBELLTON RD SW,512,BURGLARY-NONRES,Venetian Hills,S,-84.43552,33.7143,Morning,2,3
6/19/19,15,305,378 MCDONOUGH BLVD SE,511,BURGLARY-RESIDENCE,Chosewood Park,Y,-84.37552,33.71543,Morning,2,3
6/18/19,1800,305,1289 HILL ST SE,511,BURGLARY-RESIDENCE,Chosewood Park,Y,-84.37885,33.71946,Evening,1,3
6/18/19,0,112,1021 HARWELL RD NW,511,BURGLARY-RESIDENCE,Collier Heights,I,-84.49283,33.7823,Morning,1,3
6/19/19,1330,310,2602 OLD HAPEVILLE RD SW,511,BURGLARY-RESIDENCE,Browns Mill Park,Z,-84.39369,33.68347,Day,2,3
6/19/19,1815,306,1940 RAMBLING DR SW,511,BURGLARY-RESIDENCE,Sylvan Hills,X,-84.40678,33.70169,Evening,2,3
6/19/19,730,311,2748 Third Avenue,521,BURGLARY-RESIDENCE,Hammond Park,X,-84.40015,33.67929,Morning,2,3
6/18/19,2300,208,3273 MATHIESON DR NE,521,BURGLARY-RESIDENCE,Buckhead Forest,B,-84.37679,33.844570000000004,Evening,1,3
5/15/19,0,313,3395 RENAULT RD SE,521,BURGLARY-RESIDENCE,Blair Villa/Poole Creek,Z,-84.37942,33.662240000000004,Morning,2,3
6/19/19,1100,107,2041 JOSEPH E BOONE BLVD NW,521,BURGLARY-RESIDENCE,Grove Park,J,-84.45411,33.7639,Day,2,3
6/19/19,30,309,655 CLEVELAND AVE SW,640,LARCENY-FROM VEHICLE,Perkerson,X,-84.41029,33.6824,Morning,2,4
6/18/19,1953,503,2 12TH ST NE,640,LARCENY-FROM VEHICLE,Midtown,E,-84.38759,33.784659999999995,Evening,1,4
6/18/19,2230,204,103 NOBLE CREEK DR NW,640,LARCENY-FROM VEHICLE,Cross Creek,C,-84.42493,33.81429,Evening,1,4
6/18/19,1700,403,1125 SELWIN AVE SW,640,LARCENY-FROM VEHICLE,Oakland City,S,-84.42638000000001,33.724309999999996,Evening,1,4
6/19/19,100,307,1779 MAPLE WALK CIR,640,LARCENY-FROM VEHICLE,Betmar LaVilla,Y,-84.39831,33.70538,Morning,2,4
6/19/19,1130,313,2980 JONESBORO RD SE,640,LARCENY-FROM VEHICLE,South River Gardens,Z,-84.37144,33.673390000000005,Day,2,4
6/19/19,1600,604,658 IRWIN ST NE,640,LARCENY-FROM VEHICLE,Old Fourth Ward,M,-84.36579,33.757659999999994,Evening,2,4
6/10/19,800,310,585 MCWILLIAMS RD,640,LARCENY-FROM VEHICLE,Browns Mill Park,Z,-84.37006,33.68838,Day,0,4
6/19/19,100,310,2102 MACON DR SW,640,LARCENY-FROM VEHICLE,Polar Rock,Z,-84.38906999999999,33.69695,Morning,2,4
6/19/19,1900,603,368 ASHLEY AVE NE,640,LARCENY-FROM VEHICLE,Old Fourth Ward,M,-84.36386999999999,33.76445,Evening,2,4
6/18/19,800,507,333 NELSON ST SW,640,LARCENY-FROM VEHICLE,Castleberry Hill,M,-84.39883,33.75158,Day,1,4
6/19/19,2100,502,1071 PIEDMONT AVE NE,640,LARCENY-FROM VEHICLE,Midtown,E,-84.37868,33.78385,Evening,2,4
6/19/19,2000,103,1600 ELLSWORTH INDUSTRIAL BLVD NW,640,LARCENY-FROM VEHICLE,Blandtown,D,-84.42811,33.79826,Evening,2,4
6/19/19,2114,310,2617 OLD HAPEVILLE RD SW,640,LARCENY-FROM VEHICLE,Browns Mill Park,Z,-84.39441,33.68311,Evening,2,4
6/19/19,2213,602,939 PONCE DE LEON AVE NE,640,LARCENY-FROM VEHICLE,Poncey-Highland,N,-84.35663000000001,33.773509999999995,Evening,2,4
6/19/19,2145,505,878 PEACHTREE ST NE,640,LARCENY-FROM VEHICLE,Midtown,E,-84.38438000000001,33.7788,Evening,2,4
6/19/19,2200,508,123 MARIETTA ST NW,640,LARCENY-FROM VEHICLE,Downtown,M,-84.39265999999999,33.757670000000005,Evening,2,4
6/19/19,2330,309,757 CLEVELAND AVE SW,640,LARCENY-FROM VEHICLE,Perkerson,X,-84.41417,33.682320000000004,Evening,2,4
6/19/19,1045,614,680 PONCE DE LEON AVE NE,322,ROBBERY-COMMERCIAL,Midtown,E,-84.36528,33.77406,Day,2,2
6/7/19,700,402,1345 BRIDGES AVE SW,690,LARCENY-NON VEHICLE,Bush Mountain,S,-84.43189,33.72676,Morning,4,4
6/19/19,1210,302,1143 MAYLAND CIR,690,LARCENY-NON VEHICLE,Pittsburgh,V,-84.40612,33.72372,Day,2,4
6/18/19,2100,611,367 CANDLER RD SE,690,LARCENY-NON VEHICLE,East Lake,O,-84.29015,33.74236,Evening,1,4
6/19/19,1030,511,50 ALABAMA ST SW,690,LARCENY-NON VEHICLE,Downtown,M,-84.38955,33.7521,Day,2,4
5/24/19,700,109,2300 NW BROOKS AVE,690,LARCENY-NON VEHICLE,Almond Park,G,-84.46194,33.784620000000004,Morning,4,4
6/19/19,1119,306,1150 ASTOR AVE SW,690,LARCENY-NON VEHICLE,Sylvan Hills,X,-84.42678000000001,33.701370000000004,Day,2,4
6/18/19,1300,304,69 HAYGOOD AVE SE,690,LARCENY-NON VEHICLE,Peoplestown,V,-84.38582,33.72636,Day,1,4
5/19/19,1200,409,2404 POOLE RD SW,690,LARCENY-NON VEHICLE,Adams Park,R,-84.46653,33.718509999999995,Day,6,4
6/18/19,1700,112,1021 HARWELL RD NW,690,LARCENY-NON VEHICLE,Collier Heights,I,-84.49283,33.7823,Evening,1,4
6/18/19,2250,106,1251 W MARIETTA ST NW,650,LARCENY-FROM VEHICLE,Knight Park/Howell Station,K,-84.42846,33.7864,Evening,1,4
6/19/19,500,402,1326 WHITE ST SW,650,LARCENY-FROM VEHICLE,West End,T,-84.43154,33.73737,Morning,2,4
6/17/19,1015,402,771 ROCHELLE DR SW,670,LARCENY-NON VEHICLE,West End,T,-84.43411,33.73422,Day,0,4
6/14/19,10,606,777 MEMORIAL DR SE,670,LARCENY-NON VEHICLE,Reynoldstown,N,-84.36036999999999,33.74629,Morning,4,4
6/19/19,1700,501,375 18TH ST NW @TARGET - 18TH,670,LARCENY-NON VEHICLE,Atlantic Station,E,-84.39921,33.79303,Evening,2,4
6/19/19,1745,614,931 MONROE DR NE,670,LARCENY-NON VEHICLE,Midtown,E,-84.36917,33.77986,Evening,2,4
6/13/19,2000,501,1220 MECASLIN ST NW,670,LARCENY-NON VEHICLE,Home Park,E,-84.39990999999999,33.78791,Evening,3,4
6/19/19,600,302,409 UNIVERSITY AVE SW,670,LARCENY-NON VEHICLE,Pittsburgh,V,-84.40135,33.72232,Morning,2,4
6/19/19,430,614,499 8TH ST NE,660,LARCENY-NON VEHICLE,Midtown,E,-84.37029,33.7794,Morning,2,4
6/19/19,2300,601,980 SAINT CHARLES AVE NE,660,LARCENY-NON VEHICLE,Virginia Highland,F,-84.35495999999999,33.7755,Evening,2,4
6/14/19,0,604,669 IRWIN ST NE,670,LARCENY-NON VEHICLE,Old Fourth Ward,M,-84.36534,33.75747,Morning,4,4
6/19/19,2200,309,2611 SPRINGDALE RD SW,670,LARCENY-NON VEHICLE,Perkerson,X,-84.41521,33.68394,Evening,2,4
6/19/19,2100,601,730 PONCE DE LEON PL NE @URBAN BODY STUDIOS,670,LARCENY-NON VEHICLE,Virginia Highland,F,-84.36424,33.77446,Evening,2,4
6/14/19,530,507,244 PETERS ST SW,690,LARCENY-NON VEHICLE,Castleberry Hill,M,-84.40146,33.74754,Morning,4,4
6/19/19,1600,304,105 HAYGOOD AVE SE,690,LARCENY-NON VEHICLE,Peoplestown,V,-84.38455,33.72637,Evening,2,4
6/20/19,1500,612,1020 BOULDERCREST DR SE,690,LARCENY-NON VEHICLE,East Atlanta,W,-84.33266,33.72645,Day,3,4
5/20/19,1330,614,843 MONROE CIR NE,690,LARCENY-NON VEHICLE,Midtown,E,-84.3681,33.77755,Day,0,4
6/20/19,1800,507,2 PARK PL NE,331,ROBBERY-PEDESTRIAN,Downtown,M,-84.38865,33.75461,Evening,3,2
6/19/19,1630,602,858 DEKALB AVE NE ,640,LARCENY-FROM VEHICLE,Inman Park,N,-84.35906999999999,33.75439,Evening,2,4
6/20/19,306,614,931 MONROE DR NE @TRADER JOES - MONROE,640,LARCENY-FROM VEHICLE,Midtown,E,-84.36717,33.779090000000004,Morning,3,4
6/17/19,2000,103,903 HUFF RD NW,640,LARCENY-FROM VEHICLE,Blandtown,D,-84.41758,33.78929,Evening,0,4
6/20/19,646,309,2461 METROPOLITAN PKWY SW,640,LARCENY-FROM VEHICLE,Perkerson,X,-84.40888000000001,33.68783,Morning,3,4
6/19/19,2200,602,788 INMAN MEWS DR NE,640,LARCENY-FROM VEHICLE,Inman Park,N,-84.36176999999999,33.7543,Evening,2,4
6/19/19,2100,509,207 PEACHTREE CENTER AVE NE,640,LARCENY-FROM VEHICLE,Downtown,M,-84.38554,33.7602,Evening,2,4
6/20/19,140,204,1292 LOGAN CIR NW,640,LARCENY-FROM VEHICLE,Underwood Hills,D,-84.42994,33.805209999999995,Morning,3,4
6/19/19,2200,610,127 MELLRICH AVE NE,640,LARCENY-FROM VEHICLE,Kirkwood,O,-84.31255,33.75584,Evening,2,4
6/20/19,900,407,3330 MARTIN L KING JR DR,640,LARCENY-FROM VEHICLE,Adamsville,H,-84.49736,33.75392,Day,3,4
6/20/19,1140,403,1265 LEE ST SW,640,LARCENY-FROM VEHICLE,Oakland City,S,-84.42456,33.72061,Day,3,4
6/20/19,0,204,2001 DEFOORS LNDG NW,640,LARCENY-FROM VEHICLE,Underwood Hills,D,-84.42071999999999,33.80315,Morning,3,4
6/19/19,2100,307,240 AMAL DR SW,640,LARCENY-FROM VEHICLE,Betmar LaVilla,Y,-84.3953,33.70616,Evening,2,4
6/3/19,2100,206,500 PHARR RD NE,640,LARCENY-FROM VEHICLE,Buckhead Village,B,-84.37185,33.8371,Evening,0,4
6/19/19,1330,212,2345 CHESHIRE BRIDGE RD NE,640,LARCENY-FROM VEHICLE,Lindridge/Martin Manor,F,-84.3513,33.81906,Day,2,4
6/20/19,1603,210,3393 PEACHTREE RD NE @LENOX MALL,640,LARCENY-FROM VEHICLE,Lenox,B,-84.36211999999999,33.846759999999996,Evening,3,4
6/20/19,1430,305,14 MELDON AVE SE,640,LARCENY-FROM VEHICLE,South Atlanta,Y,-84.38298,33.71136,Day,3,4
6/20/19,1530,503,80 PEACHTREE PL NE,640,LARCENY-FROM VEHICLE,Midtown,E,-84.38494,33.78096,Day,3,4
6/6/19,1200,409,2308 CASCADE RD SW,640,LARCENY-FROM VEHICLE,Adams Park,R,-84.46392,33.722120000000004,Day,3,4
6/20/19,830,103,903 HUFF RD NW,640,LARCENY-FROM VEHICLE,Blandtown,D,-84.41725,33.78862,Day,3,4
6/20/19,2000,605,408 WOODWARD AVE SE,640,LARCENY-FROM VEHICLE,Grant Park,W,-84.37416999999999,33.745940000000004,Evening,3,4
6/20/19,2050,602,753 EDGEWOOD AVE NE,640,LARCENY-FROM VEHICLE,Inman Park,N,-84.36261999999999,33.75443,Evening,3,4
6/20/19,1520,604,76 AIRLINE ST SE,640,LARCENY-FROM VEHICLE,Old Fourth Ward,M,-84.36709,33.75639,Day,3,4
6/18/19,1620,510,25 PEACHTREE ST,630,LARCENY-NON VEHICLE,Downtown,M,-84.38954,33.75445,Evening,1,4
6/20/19,1900,605,520 BOULEVARD SE,630,LARCENY-NON VEHICLE,Grant Park,W,-84.36764000000001,33.7407,Evening,3,4
6/20/19,2028,208,3495 BUCKHEAD LOOP NE,630,LARCENY-NON VEHICLE,North Buckhead,B,-84.36703,33.85242,Evening,3,4
6/19/19,1200,610,361 LELAND TER NE,511,BURGLARY-RESIDENCE,Kirkwood,O,-84.31326999999999,33.76365,Day,2,3
6/19/19,1700,404,1814 S GORDON ST SW,511,BURGLARY-RESIDENCE,Westview,T,-84.44651,33.73765,Evening,2,3
6/20/19,249,613,1529 PIEDMONT AVE NE,512,BURGLARY-NONRES,Morningside/Lenox Park,F,-84.36955999999999,33.79634,Morning,3,3
6/19/19,30,108,98 ANDERSON AVE NW @APS KIPP COLLEGIATE,512,BURGLARY-NONRES,Dixie Hills,J,-84.45114000000001,33.75633,Morning,2,3
6/20/19,2341,404,1699 WESTWOOD AVE SW,512,BURGLARY-NONRES,Westview,T,-84.44332,33.73874,Evening,3,3
6/20/19,1615,506,384 SUNSET AVE NW,430,AGG ASSAULT,English Avenue,L,-84.41024,33.76507,Evening,3,2
6/20/19,1100,609,1572 HARDEE ST NE,430,AGG ASSAULT,Edgewood,O,-84.33644,33.75546,Day,3,2
6/20/19,1830,210,3393 PEACHTREE RD NE @LENOX MALL,430,AGG ASSAULT,Lenox,B,-84.36211999999999,33.846759999999996,Evening,3,2
6/20/19,2215,112,285 SIMON TER NW,410,AGG ASSAULT,Collier Heights,I,-84.47494,33.76341,Evening,3,2
6/20/19,2200,312,365 CLEVELAND AVE SE @SOUTHEAST ATLANTA,410,AGG ASSAULT,Rosedale Heights,Z,-84.37899,33.67953,Evening,3,2
6/20/19,100,607,808 MCDONOUGH BLVD SE,680,LARCENY-NON VEHICLE,Benteen Park,W,-84.36008000000001,33.70977,Morning,3,4
6/18/19,1940,510,25 PEACHTREE ST,630,LARCENY-NON VEHICLE,Downtown,M,-84.38954,33.75445,Evening,1,4
6/20/19,2320,609,1275 CAROLINE ST NE,311,ROBBERY-PEDESTRIAN,Edgewood,O,-84.34638000000001,33.758309999999994,Evening,3,2
6/19/19,1530,103,1736 MARIETTA RD NW,110,HOMICIDE,Hills Park,D,-84.44344,33.80272,Day,2,1
6/20/19,448,406,1135 DOLPHIN DR SW,710,AUTO THEFT,Cascade Avenue/Road,S,-84.46186,33.723929999999996,Morning,3,3
6/19/19,800,403,1443 OAKLAND DR SW,710,AUTO THEFT,Oakland City,S,-84.42859,33.7154,Day,2,3
6/19/19,0,412,1812 GLENVIEW DR SW,710,AUTO THEFT,Heritage Valley,P,-84.49938,33.70597,Morning,2,3
6/20/19,1423,301,810 BROOKLINE ST SW,710,AUTO THEFT,Adair Park,V,-84.41447,33.72718,Day,3,3
6/19/19,2300,306,2050 SYLVAN RD SW,710,AUTO THEFT,Sylvan Hills,X,-84.41798,33.69852,Evening,2,3
6/20/19,1635,308,2020 PHILLIPS DR SE,710,AUTO THEFT,Thomasville Heights,Z,-84.35356,33.698679999999996,Evening,3,3
6/17/19,2220,605,275 MEMORIAL DR SE,710,AUTO THEFT,Grant Park,W,-84.37856,33.746759999999995,Evening,0,3
6/20/19,1437,411,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,630,LARCENY-NON VEHICLE,Greenbriar,R,-84.49773,33.68677,Day,3,4
6/20/19,1458,210,3535 PEACHTREE RD NE @PUBLIX - PEACHTREE,630,LARCENY-NON VEHICLE,Lenox,B,-84.3595,33.851820000000004,Day,3,4
6/20/19,1500,102,835 MARTIN LUTHER KING JR DR NW ,630,LARCENY-NON VEHICLE,Vine City,L,-84.41457,33.75504,Day,3,4
6/20/19,1520,301,1219 METROPOLITAN PKWY SW,630,LARCENY-NON VEHICLE,Adair Park,V,-84.40796,33.72152,Day,3,4
6/20/19,1600,511,12 BROAD ST SW @ CVS PHARMACY,630,LARCENY-NON VEHICLE,Downtown,M,-84.39201,33.7532,Evening,3,4
6/20/19,1730,312,5 CLEVELAND AVE SE,630,LARCENY-NON VEHICLE,Glenrose Heights,Z,-84.38851,33.680890000000005,Evening,3,4
6/20/19,1834,506,824 DONALD LEE HOLLOWELL PKWY NW,630,LARCENY-NON VEHICLE,English Avenue,L,-84.41423,33.77282,Evening,3,4
6/20/19,1835,208,3495 BUCKHEAD LOOP NE,630,LARCENY-NON VEHICLE,North Buckhead,B,-84.36703,33.85242,Evening,3,4
6/20/19,2218,206,250 PHARR RD NE,710,AUTO THEFT,Buckhead Village,B,-84.3786,33.83732,Evening,3,3
6/21/19,16,608,1210 MCLENDON AVE NE,311,ROBBERY-PEDESTRIAN,Candler Park,N,-84.34791,33.765029999999996,Morning,4,2
6/21/19,19,509,129 NORTH AVE NE,311,ROBBERY-PEDESTRIAN,Downtown,M,-84.38318000000001,33.771029999999996,Morning,4,2
6/21/19,44,602,960 EUCLID AVE NE ,311,ROBBERY-PEDESTRIAN,Inman Park,N,-84.35544,33.75999,Morning,4,2
6/21/19,30,302,484 FLETCHER ST SW,730,AUTO THEFT,Pittsburgh,V,-84.4036,33.725590000000004,Morning,4,3
6/21/19,800,405,2425 PRAIRIE VIEW DR SW,730,AUTO THEFT,Florida Heights,I,-84.46748000000001,33.74745,Day,4,3
6/21/19,1630,603,355 NORTH AVE NE,341,ROBBERY-PEDESTRIAN,Old Fourth Ward,M,-84.37571,33.77111,Evening,4,2
6/20/19,2000,204,4201 NOBLE CREEK DR NW,710,AUTO THEFT,Cross Creek,C,-84.42806999999999,33.81677,Evening,3,3
6/20/19,1500,301,486 MELLVIEW AVE SW,710,AUTO THEFT,Capitol View Manor,X,-84.40359000000001,33.71751,Day,3,3
6/20/19,2330,303,550 WINDSOR ST SW,710,AUTO THEFT,Mechanicsville,V,-84.3982,33.73989,Evening,3,3
6/20/19,2200,507,450 STONEWALL ST SW ,710,AUTO THEFT,Castleberry Hill,M,-84.40228,33.74942,Evening,3,3
6/20/19,1830,211,2345 PEACHTREE RD NE,710,AUTO THEFT,Peachtree Hills,B,-84.38861,33.81878,Evening,3,3
6/21/19,2125,110,2052 RUTH ST NW,710,AUTO THEFT,Grove Park,J,-84.45454000000001,33.785579999999996,Evening,4,3
6/21/19,2315,211,2521 PIEDMONT RD NE,710,AUTO THEFT,Lindbergh/Morosgo,B,-84.36684,33.82397,Evening,4,3
6/21/19,13,307,262 ARTHUR LANGFORD JR PL SW,410,AGG ASSAULT,Joyland,Y,-84.39753,33.71412,Morning,4,2
6/20/19,2330,312,445 CLEVELAND AVE SE,420,AGG ASSAULT,Rosedale Heights,Z,-84.37151999999999,33.681490000000004,Evening,3,2
6/21/19,240,602,789 PONCE DE LEON AVE NE @CLAREMONT HOTEL,420,AGG ASSAULT,Poncey-Highland,N,-84.36128000000001,33.7735,Morning,4,2
6/21/19,35,409,3350 MOUNT GILEAD RD SW,430,AGG ASSAULT,Southwest,R,-84.49871,33.69757,Morning,4,2
6/21/19,1800,303,614 WHITEHALL ST SW,512,BURGLARY-NONRES,Pittsburgh,V,-84.40774,33.74194,Evening,4,3
6/20/19,1825,307,1779 RICHMOND AVE SE,511,BURGLARY-RESIDENCE,Lakewood Heights,Y,-84.37538,33.7056,Evening,3,3
6/20/19,1840,611,395 MORGAN PL SE,511,BURGLARY-RESIDENCE,East Lake,O,-84.29095,33.74163,Evening,3,3
6/19/19,1530,308,2044 THOMASVILLE DR SE,511,BURGLARY-RESIDENCE,Thomasville Heights,Z,-84.35669,33.69684,Day,2,3
6/21/19,1000,613,1156 WOODLAND AVE NE,511,BURGLARY-RESIDENCE,Lindridge/Martin Manor,F,-84.35001,33.81494,Day,4,3
6/18/19,2300,403,1317 AVON AVE SW,511,BURGLARY-RESIDENCE,Oakland City,S,-84.43106,33.72258,Evening,1,3
6/21/19,1430,113,1117 WEDGEWOOD DR NW,511,BURGLARY-RESIDENCE,Carey Park,G,-84.47555,33.78555,Day,4,3
6/21/19,1202,302,1147 MAYLAND CIR SW,521,BURGLARY-RESIDENCE,Pittsburgh,V,-84.40611,33.72351,Day,4,3
6/18/19,1530,601,847 BRIARCLIFF TER NE,521,BURGLARY-RESIDENCE,Virginia Highland,F,-84.34999,33.77766,Day,1,3
6/21/19,900,212,1953 PIEDMONT CIR NE,630,LARCENY-NON VEHICLE,Piedmont Heights,F,-84.36731,33.8108,Day,4,4
6/21/19,1050,401,516 LEE ST SW,630,LARCENY-NON VEHICLE,West End,T,-84.41346,33.74087,Day,4,4
6/21/19,1200,210,3393 PEACHTREE RD NE ,630,LARCENY-NON VEHICLE,Lenox,B,-84.36211999999999,33.846759999999996,Day,4,4
6/21/19,1300,206,2900 PEACHTREE RD NW @PUBLIX - PEACHTREE,630,LARCENY-NON VEHICLE,Peachtree Heights West,B,-84.3841,33.83399,Day,4,4
6/21/19,1310,307,1723 LAKEWOOD AVE SE,630,LARCENY-NON VEHICLE,Lakewood Heights,Y,-84.38031,33.70678,Day,4,4
6/21/19,1600,210,3393 PEACHTREE RD NE @LENOX MALL,630,LARCENY-NON VEHICLE,Lenox,B,-84.36211999999999,33.846759999999996,Evening,4,4
6/21/19,2053,309,365 CLEVELAND AVE SW,630,LARCENY-NON VEHICLE,Perkerson,X,-84.40169,33.68125,Evening,4,4
6/20/19,2145,501,1041 HOWELL MILL RD NW,640,LARCENY-FROM VEHICLE,Home Park,E,-84.41164,33.78287,Evening,3,4
6/20/19,2300,604,400 EDGEWOOD AVE ,640,LARCENY-FROM VEHICLE,Sweet Auburn,M,-84.37465,33.75464,Evening,3,4
6/20/19,2345,103,1600 ELLSWORTH INDUSTRIAL BLVD NW,640,LARCENY-FROM VEHICLE,Blandtown,D,-84.42811,33.79826,Evening,3,4
6/20/19,2320,503,930 JUNIPER ST NE,640,LARCENY-FROM VEHICLE,Midtown,E,-84.38271999999999,33.78,Evening,3,4
6/20/19,2300,501,1090 TUMLIN ST NW,640,LARCENY-FROM VEHICLE,Home Park,E,-84.40071999999999,33.78474,Evening,3,4
6/21/19,742,507,190 MARIETTA ST NW @OMNI HOTEL,640,LARCENY-FROM VEHICLE,Downtown,M,-84.39487,33.75757,Morning,4,4
6/20/19,2100,301,1443 DESOTO AVE SW,640,LARCENY-FROM VEHICLE,Capitol View,X,-84.41211,33.71542,Evening,3,4
6/21/19,0,504,433 LUCKIE ST NW,640,LARCENY-FROM VEHICLE,Downtown,M,-84.396,33.7662,Morning,4,4
6/21/19,0,504,950 MARIETTA ST NW,640,LARCENY-FROM VEHICLE,Marietta Street Artery,E,-84.40807,33.77689,Morning,4,4
6/21/19,150,411,2994 HOGAN RD SW,640,LARCENY-FROM VEHICLE,Greenbriar,R,-84.48691,33.67763,Morning,4,4
6/21/19,1012,302,1093 WEST AVE SW,640,LARCENY-FROM VEHICLE,Pittsburgh,V,-84.39704,33.72463,Day,4,4
6/21/19,230,606,925 GARRETT ST SE,640,LARCENY-FROM VEHICLE,Ormewood Park,W,-84.35786999999999,33.7404,Morning,4,4
6/21/19,0,312,2785 JONESBORO RD SE,640,LARCENY-FROM VEHICLE,Rosedale Heights,Z,-84.36957,33.678509999999996,Morning,4,4
6/20/19,2330,111,3335 MARTIN L KING JR DR NW,640,LARCENY-FROM VEHICLE,Adamsville,H,-84.49651999999999,33.7551,Evening,3,4
6/20/19,2000,308,660 NEW TOWN CIR,640,LARCENY-FROM VEHICLE,Thomasville Heights,Z,-84.36389,33.70653,Evening,3,4
6/21/19,1230,610,199 ROCKY FORD RD NE,640,LARCENY-FROM VEHICLE,Kirkwood,O,-84.31851,33.758140000000004,Day,4,4
6/21/19,1200,503,405 10TH ST NE,640,LARCENY-FROM VEHICLE,Midtown,E,-84.37391,33.78153,Day,4,4
6/19/19,2200,302,765 MCDANIEL ST SW,640,LARCENY-FROM VEHICLE,Pittsburgh,V,-84.40221,33.73365,Evening,2,4
6/21/19,1330,508,275 BAKER ST NW,640,LARCENY-FROM VEHICLE,Downtown,M,-84.39568,33.76206,Day,4,4
6/21/19,1630,411,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,640,LARCENY-FROM VEHICLE,Greenbriar,R,-84.49773,33.68677,Evening,4,4
6/21/19,1912,204,1801 HOWELL MILL RD NW,640,LARCENY-FROM VEHICLE,Berkeley Park,D,-84.41348,33.80448,Evening,4,4
6/21/19,1800,611,2371 HOSEA L WILLIAMS DR SE,640,LARCENY-FROM VEHICLE,East Lake,O,-84.30937,33.750890000000005,Evening,4,4
6/21/19,1900,614,931 MONROE DR NE @BELTLINE BUSINESS,640,LARCENY-FROM VEHICLE,Midtown,E,-84.36717,33.779090000000004,Evening,4,4
6/21/19,1900,601,854 N HIGHLAND AVE NE,640,LARCENY-FROM VEHICLE,Virginia Highland,F,-84.35285,33.777879999999996,Evening,4,4
