Neighborhood,Month,Day,Shift,Category 1,Category 2,Category 3,Category 4
Dixie Hills,12,6,Day,0,0,3,4
Dixie Hills,12,6,Evening,0,0,2,1
Downtown,1,0,Morning,1,10,15,24
Downtown,1,0,Day,0,11,16,108
Downtown,1,0,Evening,0,13,14,59
Downtown,1,1,Morning,0,3,6,22
Downtown,1,1,Day,0,6,16,86
Downtown,1,1,Evening,1,12,9,64
Downtown,1,2,Morning,0,3,10,27
Downtown,1,2,Day,0,5,13,92
Downtown,1,2,Evening,0,10,9,65
Downtown,1,3,Morning,0,15,10,19
Downtown,1,3,Day,1,9,10,82
Downtown,1,3,Evening,0,10,5,96
Downtown,1,4,Morning,0,12,9,37
Downtown,1,4,Day,0,5,13,86
Downtown,1,4,Evening,0,15,22,97
Downtown,1,5,Morning,0,9,7,48
Downtown,1,5,Day,0,5,12,108
Downtown,1,5,Evening,1,19,22,99
Downtown,1,6,Morning,0,13,17,49
Downtown,1,6,Day,0,3,9,80
Downtown,1,6,Evening,0,15,21,65
Downtown,2,0,Morning,0,12,7,30
Downtown,2,0,Day,0,6,15,87
Downtown,2,0,Evening,0,7,8,55
Downtown,2,1,Morning,0,7,3,29
Downtown,2,1,Day,0,6,11,85
Downtown,2,1,Evening,0,9,9,52
Downtown,2,2,Morning,0,8,6,19
Downtown,2,2,Day,0,8,9,79
Downtown,2,2,Evening,0,17,8,74
Downtown,2,3,Morning,0,5,7,21
Downtown,2,3,Day,0,8,12,78
Downtown,2,3,Evening,0,5,14,63
Downtown,2,4,Morning,0,8,12,21
Downtown,2,4,Day,0,4,9,89
Downtown,2,4,Evening,0,10,22,107
Downtown,2,5,Morning,0,12,6,45
Downtown,2,5,Day,0,9,12,75
Downtown,2,5,Evening,0,18,17,97
Downtown,2,6,Morning,0,15,12,36
Downtown,2,6,Day,0,6,12,60
Downtown,2,6,Evening,0,8,7,62
Downtown,3,0,Morning,0,13,7,26
Downtown,3,0,Day,0,10,5,102
Downtown,3,0,Evening,0,14,15,66
Downtown,3,1,Morning,0,11,4,20
Downtown,3,1,Day,0,11,11,84
Downtown,3,1,Evening,0,12,6,62
Downtown,3,2,Morning,0,5,2,22
Downtown,3,2,Day,0,6,8,75
Downtown,3,2,Evening,0,14,14,56
Downtown,3,3,Morning,0,11,9,17
Downtown,3,3,Day,2,6,11,90
Downtown,3,3,Evening,0,11,12,70
Downtown,3,4,Morning,0,9,7,36
Downtown,3,4,Day,0,11,15,97
Downtown,3,4,Evening,0,18,18,108
Downtown,3,5,Morning,0,15,6,41
Downtown,3,5,Day,0,5,8,102
Downtown,3,5,Evening,0,17,21,87
Downtown,3,6,Morning,0,8,10,54
Downtown,3,6,Day,0,10,11,69
Downtown,3,6,Evening,0,6,11,58
Downtown,4,0,Morning,0,11,7,26
Downtown,4,0,Day,0,9,11,74
Downtown,4,0,Evening,0,19,9,75
Downtown,4,1,Morning,0,9,14,23
Downtown,4,1,Day,0,8,14,77
Downtown,4,1,Evening,0,11,9,60
Downtown,4,2,Morning,0,9,9,28
Downtown,4,2,Day,0,7,11,92
Downtown,4,2,Evening,0,11,14,80
Downtown,4,3,Morning,0,8,7,28
Downtown,4,3,Day,0,4,15,87
Downtown,4,3,Evening,1,20,19,93
Downtown,4,4,Morning,0,9,14,27
Downtown,4,4,Day,0,10,11,74
Downtown,4,4,Evening,0,14,23,86
Downtown,4,5,Morning,0,19,8,35
Downtown,4,5,Day,0,7,9,88
Downtown,4,5,Evening,0,16,20,83
Downtown,4,6,Morning,0,19,12,38
Downtown,4,6,Day,0,4,8,75
Downtown,4,6,Evening,0,15,14,70
Downtown,5,0,Morning,0,10,10,32
Downtown,5,0,Day,0,11,6,106
Downtown,5,0,Evening,0,12,15,67
Downtown,5,1,Morning,0,17,6,22
Downtown,5,1,Day,0,7,9,107
Downtown,5,1,Evening,0,10,11,70
Downtown,5,2,Morning,0,11,13,29
Downtown,5,2,Day,1,12,13,98
Downtown,5,2,Evening,0,19,13,65
Downtown,5,3,Morning,0,12,9,28
Downtown,5,3,Day,0,3,8,87
Downtown,5,3,Evening,0,8,17,86
Downtown,5,4,Morning,1,9,7,43
Downtown,5,4,Day,0,5,10,100
Downtown,5,4,Evening,1,14,23,91
Downtown,5,5,Morning,0,12,7,45
Downtown,5,5,Day,0,6,11,84
Downtown,5,5,Evening,0,15,29,104
Downtown,5,6,Morning,0,19,5,66
Downtown,5,6,Day,0,12,7,83
Downtown,5,6,Evening,2,12,12,66
Downtown,6,0,Morning,0,11,10,31
Downtown,6,0,Day,0,7,18,94
Downtown,6,0,Evening,0,19,11,62
Downtown,6,1,Morning,2,10,10,16
Downtown,6,1,Day,0,12,11,103
Downtown,6,1,Evening,0,14,10,70
Downtown,6,2,Morning,0,10,6,35
Downtown,6,2,Day,0,12,11,108
Downtown,6,2,Evening,0,19,9,74
Downtown,6,3,Morning,0,4,15,25
Downtown,6,3,Day,0,9,11,102
Downtown,6,3,Evening,1,12,9,77
Downtown,6,4,Morning,1,16,7,34
Downtown,6,4,Day,0,8,13,109
Downtown,6,4,Evening,0,15,27,104
Downtown,6,5,Morning,0,9,10,57
Downtown,6,5,Day,0,7,10,95
Downtown,6,5,Evening,0,20,36,139
Downtown,6,6,Morning,0,18,14,46
Downtown,6,6,Day,0,6,11,55
Downtown,6,6,Evening,0,18,9,53
Downtown,7,0,Morning,0,10,9,27
Downtown,7,0,Day,1,9,13,106
Downtown,7,0,Evening,2,15,19,75
Downtown,7,1,Morning,2,13,9,39
Downtown,7,1,Day,0,8,10,104
Downtown,7,1,Evening,0,9,15,83
Downtown,7,2,Morning,0,7,11,36
Downtown,7,2,Day,0,19,14,108
Downtown,7,2,Evening,0,17,21,96
Downtown,7,3,Morning,0,23,6,37
Downtown,7,3,Day,0,9,10,99
Downtown,7,3,Evening,0,8,12,81
Downtown,7,4,Morning,0,11,8,33
Downtown,7,4,Day,0,13,12,109
Downtown,7,4,Evening,0,16,17,97
Downtown,7,5,Morning,0,14,6,35
Downtown,7,5,Day,0,15,11,101
Downtown,7,5,Evening,0,26,26,115
Downtown,7,6,Morning,1,12,7,53
Downtown,7,6,Day,0,7,11,111
Downtown,7,6,Evening,0,13,17,66
Downtown,8,0,Morning,0,18,5,28
Downtown,8,0,Day,1,10,14,96
Downtown,8,0,Evening,1,18,10,74
Downtown,8,1,Morning,0,10,6,33
Downtown,8,1,Day,0,9,15,80
Downtown,8,1,Evening,0,22,11,54
Downtown,8,2,Morning,0,11,8,31
Downtown,8,2,Day,0,10,15,110
Downtown,8,2,Evening,0,12,15,73
Downtown,8,3,Morning,0,12,18,37
Downtown,8,3,Day,0,5,12,88
Downtown,8,3,Evening,0,12,10,94
Downtown,8,4,Morning,0,10,13,31
Downtown,8,4,Day,0,17,27,109
Downtown,8,4,Evening,0,22,19,113
Downtown,8,5,Morning,1,15,11,52
Downtown,8,5,Day,0,13,14,100
Downtown,8,5,Evening,0,14,15,112
Downtown,8,6,Morning,1,15,10,54
Downtown,8,6,Day,1,5,9,67
Downtown,8,6,Evening,0,10,13,57
Downtown,9,0,Morning,0,11,8,28
Downtown,9,0,Day,0,8,13,104
Downtown,9,0,Evening,0,15,9,81
Downtown,9,1,Morning,0,17,10,31
Downtown,9,1,Day,0,12,15,88
Downtown,9,1,Evening,1,16,12,68
Downtown,9,2,Morning,0,8,12,37
Downtown,9,2,Day,0,14,16,89
Downtown,9,2,Evening,0,13,9,74
Downtown,9,3,Morning,1,11,7,19
Downtown,9,3,Day,0,5,16,89
Downtown,9,3,Evening,0,10,21,71
Downtown,9,4,Morning,0,11,2,34
Downtown,9,4,Day,0,6,11,97
Downtown,9,4,Evening,0,13,11,105
Downtown,9,5,Morning,0,19,10,64
Downtown,9,5,Day,0,8,21,137
Downtown,9,5,Evening,0,17,23,118
Downtown,9,6,Morning,0,18,17,58
Downtown,9,6,Day,0,9,9,95
Downtown,9,6,Evening,1,11,22,62
Downtown,10,0,Morning,0,10,9,41
Downtown,10,0,Day,0,7,12,130
Downtown,10,0,Evening,0,22,11,88
Downtown,10,1,Morning,0,9,7,26
Downtown,10,1,Day,0,8,9,106
Downtown,10,1,Evening,0,9,4,82
Downtown,10,2,Morning,0,13,7,26
Downtown,10,2,Day,0,7,14,106
Downtown,10,2,Evening,0,10,12,91
Downtown,10,3,Morning,0,8,8,33
Downtown,10,3,Day,0,9,13,83
Downtown,10,3,Evening,0,15,15,78
Downtown,10,4,Morning,0,6,5,42
Downtown,10,4,Day,0,9,17,94
Downtown,10,4,Evening,0,25,25,113
Downtown,10,5,Morning,0,17,13,54
Downtown,10,5,Day,0,9,15,94
Downtown,10,5,Evening,1,18,23,137
Downtown,10,6,Morning,0,16,12,54
Downtown,10,6,Day,0,5,9,94
Downtown,10,6,Evening,0,11,12,78
Downtown,11,0,Morning,0,7,4,34
Downtown,11,0,Day,0,10,6,92
Downtown,11,0,Evening,0,18,14,73
Downtown,11,1,Morning,0,4,13,33
Downtown,11,1,Day,0,4,9,99
Downtown,11,1,Evening,0,13,13,88
Downtown,11,2,Morning,1,12,9,25
Downtown,11,2,Day,0,2,14,82
Downtown,11,2,Evening,0,19,9,91
Downtown,11,3,Morning,0,12,6,33
Downtown,11,3,Day,0,9,14,77
Downtown,11,3,Evening,1,13,19,76
Downtown,11,4,Morning,0,6,7,47
Downtown,11,4,Day,0,6,10,89
Downtown,11,4,Evening,0,15,18,114
Downtown,11,5,Morning,0,16,15,44
Downtown,11,5,Day,1,5,15,94
Downtown,11,5,Evening,0,15,25,86
Downtown,11,6,Morning,0,19,8,49
Downtown,11,6,Day,1,4,9,81
Downtown,11,6,Evening,1,16,14,56
Downtown,12,0,Morning,0,8,10,30
Downtown,12,0,Day,0,13,13,98
Downtown,12,0,Evening,0,6,18,71
Downtown,12,1,Morning,0,10,6,33
Downtown,12,1,Day,0,4,17,84
Downtown,12,1,Evening,2,13,12,72
Downtown,12,2,Morning,0,4,8,19
Downtown,12,2,Day,0,5,7,86
Downtown,12,2,Evening,0,16,18,94
Downtown,12,3,Morning,0,5,7,29
Downtown,12,3,Day,0,9,12,94
Downtown,12,3,Evening,0,13,13,75
Downtown,12,4,Morning,0,11,7,17
Downtown,12,4,Day,0,7,14,85
Downtown,12,4,Evening,0,16,17,133
Downtown,12,5,Morning,0,16,4,41
Downtown,12,5,Day,0,11,6,95
Downtown,12,5,Evening,0,14,13,113
Downtown,12,6,Morning,0,13,3,35
Downtown,12,6,Day,0,6,17,72
Downtown,12,6,Evening,0,7,15,66
Druid Hills,1,0,Morning,0,0,1,0
Druid Hills,1,0,Day,0,0,1,2
Druid Hills,1,0,Evening,0,0,0,1
Druid Hills,1,1,Morning,0,0,1,0
Druid Hills,1,1,Day,0,0,0,1
Druid Hills,1,1,Evening,0,0,0,5
Druid Hills,1,2,Morning,0,0,0,0
Druid Hills,1,2,Day,0,0,0,2
Druid Hills,1,2,Evening,0,0,0,2
Druid Hills,1,3,Morning,0,0,0,0
Druid Hills,1,3,Day,0,0,1,1
Druid Hills,1,3,Evening,0,0,1,2
Druid Hills,1,4,Morning,0,0,0,1
Druid Hills,1,4,Day,0,0,0,3
Druid Hills,1,4,Evening,0,0,0,4
Druid Hills,1,5,Morning,0,0,1,0
Druid Hills,1,5,Day,0,0,1,0
Druid Hills,1,5,Evening,0,0,0,2
Druid Hills,1,6,Morning,0,0,0,0
Druid Hills,1,6,Day,0,0,0,0
Druid Hills,1,6,Evening,0,0,0,1
Druid Hills,2,0,Morning,0,0,0,0
Druid Hills,2,0,Day,0,0,0,3
Druid Hills,2,0,Evening,0,0,1,4
Druid Hills,2,1,Morning,0,0,0,0
Druid Hills,2,1,Day,0,0,0,2
Druid Hills,2,1,Evening,0,0,1,0
Druid Hills,2,2,Morning,0,0,0,0
Druid Hills,2,2,Day,0,0,0,0
Druid Hills,2,2,Evening,0,0,0,1
Druid Hills,2,3,Morning,0,0,0,0
Druid Hills,2,3,Day,0,0,3,2
Druid Hills,2,3,Evening,0,0,0,1
Druid Hills,2,4,Morning,0,0,0,0
Druid Hills,2,4,Day,0,0,1,0
Druid Hills,2,4,Evening,0,0,0,3
Druid Hills,2,5,Morning,0,0,1,0
Druid Hills,2,5,Day,0,0,0,0
Druid Hills,2,5,Evening,0,0,0,1
Druid Hills,2,6,Morning,0,0,0,0
Druid Hills,2,6,Day,0,0,0,0
Druid Hills,2,6,Evening,0,0,1,2
Druid Hills,3,0,Morning,0,0,0,0
Druid Hills,3,0,Day,0,0,1,2
Druid Hills,3,0,Evening,0,0,0,1
Druid Hills,3,1,Morning,0,0,0,0
Druid Hills,3,1,Day,0,0,0,1
Druid Hills,3,1,Evening,0,0,1,3
Druid Hills,3,2,Morning,0,0,0,1
Druid Hills,3,2,Day,0,0,0,3
Druid Hills,3,2,Evening,0,0,0,2
Druid Hills,3,3,Morning,0,0,0,0
Druid Hills,3,3,Day,0,0,0,1
Druid Hills,3,3,Evening,0,0,0,2
Druid Hills,3,4,Morning,0,0,0,0
Druid Hills,3,4,Day,0,0,0,5
Druid Hills,3,4,Evening,0,0,1,1
Druid Hills,3,5,Morning,0,0,0,0
Druid Hills,3,5,Day,0,0,0,1
Druid Hills,3,5,Evening,0,0,0,0
Druid Hills,3,6,Morning,0,0,0,0
Druid Hills,3,6,Day,0,0,0,0
Druid Hills,3,6,Evening,0,0,1,1
Druid Hills,4,0,Morning,0,0,0,1
Druid Hills,4,0,Day,0,0,0,1
Druid Hills,4,0,Evening,0,0,0,1
Druid Hills,4,1,Morning,0,0,1,1
Druid Hills,4,1,Day,0,0,0,0
Druid Hills,4,1,Evening,0,0,2,2
Druid Hills,4,2,Morning,0,0,0,0
Druid Hills,4,2,Day,0,0,1,4
Druid Hills,4,2,Evening,0,0,1,1
Druid Hills,4,3,Morning,0,0,0,1
Druid Hills,4,3,Day,0,0,0,1
Druid Hills,4,3,Evening,0,0,0,1
Druid Hills,4,4,Morning,0,0,0,0
Druid Hills,4,4,Day,0,1,0,2
Druid Hills,4,4,Evening,0,0,0,1
Druid Hills,4,5,Morning,0,0,0,0
Druid Hills,4,5,Day,0,0,1,0
Druid Hills,4,5,Evening,0,0,0,0
Druid Hills,4,6,Morning,0,0,1,0
Druid Hills,4,6,Day,0,0,0,0
Druid Hills,4,6,Evening,0,0,1,0
Druid Hills,5,0,Morning,0,0,0,0
Druid Hills,5,0,Day,0,0,2,2
Druid Hills,5,0,Evening,0,0,0,3
Druid Hills,5,1,Morning,0,0,0,0
Druid Hills,5,1,Day,0,0,1,2
Druid Hills,5,1,Evening,0,0,0,1
Druid Hills,5,2,Morning,0,0,0,0
Druid Hills,5,2,Day,0,0,1,0
Druid Hills,5,2,Evening,0,0,1,3
Druid Hills,5,3,Morning,0,0,0,0
Druid Hills,5,3,Day,0,0,0,1
Druid Hills,5,3,Evening,0,0,2,0
Druid Hills,5,4,Morning,0,1,0,1
Druid Hills,5,4,Day,0,0,0,1
Druid Hills,5,4,Evening,0,0,0,0
Druid Hills,5,5,Morning,0,0,1,2
Druid Hills,5,5,Day,0,0,0,1
Druid Hills,5,5,Evening,0,0,0,0
Druid Hills,5,6,Morning,0,0,0,0
Druid Hills,5,6,Day,0,0,0,2
Druid Hills,5,6,Evening,0,0,0,0
Druid Hills,6,0,Morning,0,0,0,0
Druid Hills,6,0,Day,0,0,1,0
Druid Hills,6,0,Evening,0,0,0,3
Druid Hills,6,1,Morning,0,0,0,0
Druid Hills,6,1,Day,0,0,1,1
Druid Hills,6,1,Evening,0,1,0,1
Druid Hills,6,2,Morning,0,0,1,5
Druid Hills,6,2,Day,0,0,0,3
Druid Hills,6,2,Evening,0,0,0,0
Druid Hills,6,3,Morning,0,0,1,0
Druid Hills,6,3,Day,0,0,0,2
Druid Hills,6,3,Evening,0,0,0,3
Druid Hills,6,4,Morning,0,0,0,0
Druid Hills,6,4,Day,0,0,0,1
Druid Hills,6,4,Evening,0,0,0,0
Druid Hills,6,5,Morning,0,0,0,0
Druid Hills,6,5,Day,0,0,3,2
Druid Hills,6,5,Evening,0,0,1,4
Druid Hills,6,6,Morning,0,0,0,0
Druid Hills,6,6,Day,0,0,0,1
Druid Hills,6,6,Evening,0,0,0,0
Druid Hills,7,0,Morning,0,0,2,1
Druid Hills,7,0,Day,0,0,0,0
Druid Hills,7,0,Evening,0,0,1,2
Druid Hills,7,1,Morning,0,0,0,1
Druid Hills,7,1,Day,0,0,1,1
Druid Hills,7,1,Evening,0,0,0,0
Druid Hills,7,2,Morning,0,0,0,1
Druid Hills,7,2,Day,0,0,0,4
Druid Hills,7,2,Evening,0,0,0,3
Druid Hills,7,3,Morning,0,0,0,1
Druid Hills,7,3,Day,0,0,0,1
Druid Hills,7,3,Evening,0,0,1,0
Druid Hills,7,4,Morning,0,0,1,1
Druid Hills,7,4,Day,0,0,0,1
Druid Hills,7,4,Evening,0,0,0,1
Druid Hills,7,5,Morning,0,0,0,0
Druid Hills,7,5,Day,0,0,0,1
Druid Hills,7,5,Evening,0,0,0,0
Druid Hills,7,6,Morning,0,0,0,0
Druid Hills,7,6,Day,0,0,0,0
Druid Hills,7,6,Evening,0,0,0,1
Druid Hills,8,0,Morning,0,0,1,1
Druid Hills,8,0,Day,0,0,1,2
Druid Hills,8,0,Evening,0,0,1,4
Druid Hills,8,1,Morning,0,0,0,1
Druid Hills,8,1,Day,0,0,0,2
Druid Hills,8,1,Evening,0,0,0,3
Druid Hills,8,2,Morning,0,1,0,0
Druid Hills,8,2,Day,0,0,0,0
Druid Hills,8,2,Evening,0,0,2,4
Druid Hills,8,3,Morning,0,0,0,0
Druid Hills,8,3,Day,0,1,0,2
Druid Hills,8,3,Evening,0,0,1,1
Druid Hills,8,4,Morning,0,0,0,0
Druid Hills,8,4,Day,0,0,0,1
Druid Hills,8,4,Evening,0,0,0,4
Druid Hills,8,5,Morning,0,0,0,0
Druid Hills,8,5,Day,0,0,0,0
Druid Hills,8,5,Evening,0,0,1,1
Druid Hills,8,6,Morning,0,0,1,1
Druid Hills,8,6,Day,0,0,1,3
Druid Hills,8,6,Evening,0,0,1,2
Druid Hills,9,0,Morning,0,0,1,0
Druid Hills,9,0,Day,0,0,1,0
Druid Hills,9,0,Evening,0,0,1,1
Druid Hills,9,1,Morning,0,1,1,1
Druid Hills,9,1,Day,0,0,0,1
Druid Hills,9,1,Evening,0,0,2,2
Druid Hills,9,2,Morning,0,0,0,1
Druid Hills,9,2,Day,0,0,0,1
Druid Hills,9,2,Evening,0,0,0,0
Druid Hills,9,3,Morning,0,0,0,1
Druid Hills,9,3,Day,0,0,0,1
Druid Hills,9,3,Evening,0,0,1,1
Druid Hills,9,4,Morning,0,0,0,0
Druid Hills,9,4,Day,0,0,1,1
Druid Hills,9,4,Evening,0,0,1,2
Druid Hills,9,5,Morning,0,0,1,0
Druid Hills,9,5,Day,0,0,0,0
Druid Hills,9,5,Evening,0,0,0,3
Druid Hills,9,6,Morning,0,0,0,0
Druid Hills,9,6,Day,0,0,0,1
Druid Hills,9,6,Evening,0,0,0,2
Druid Hills,10,0,Morning,0,0,1,0
Druid Hills,10,0,Day,0,0,1,1
Druid Hills,10,0,Evening,0,0,0,0
Druid Hills,10,1,Morning,0,0,0,0
Druid Hills,10,1,Day,0,0,0,1
Druid Hills,10,1,Evening,0,0,1,0
Druid Hills,10,2,Morning,0,0,0,0
Druid Hills,10,2,Day,0,0,0,1
Druid Hills,10,2,Evening,0,0,0,1
Druid Hills,10,3,Morning,0,0,0,0
Druid Hills,10,3,Day,0,0,0,2
Druid Hills,10,3,Evening,0,0,0,2
Druid Hills,10,4,Morning,0,0,1,1
Druid Hills,10,4,Day,0,1,2,2
Druid Hills,10,4,Evening,1,0,1,0
Druid Hills,10,5,Morning,0,0,1,0
Druid Hills,10,5,Day,0,0,2,0
Druid Hills,10,5,Evening,0,0,0,0
Druid Hills,10,6,Morning,0,0,0,0
Druid Hills,10,6,Day,0,0,0,0
Druid Hills,10,6,Evening,0,0,1,0
Druid Hills,11,0,Morning,0,0,0,0
Druid Hills,11,0,Day,0,0,0,0
Druid Hills,11,0,Evening,0,0,0,1
Druid Hills,11,1,Morning,0,0,0,0
Druid Hills,11,1,Day,0,0,0,3
Druid Hills,11,1,Evening,0,0,0,1
Druid Hills,11,2,Morning,0,0,1,0
Druid Hills,11,2,Day,0,0,3,0
Druid Hills,11,2,Evening,0,0,0,1
Druid Hills,11,3,Morning,0,0,1,0
Druid Hills,11,3,Day,0,0,1,0
Druid Hills,11,3,Evening,0,0,0,1
Druid Hills,11,4,Morning,0,0,0,0
Druid Hills,11,4,Day,0,0,1,1
Druid Hills,11,4,Evening,0,0,1,1
Druid Hills,11,5,Morning,0,0,0,1
Druid Hills,11,5,Day,0,0,0,0
Druid Hills,11,5,Evening,0,0,0,0
Druid Hills,11,6,Morning,0,0,2,0
Druid Hills,11,6,Day,0,0,0,1
Druid Hills,11,6,Evening,0,0,0,2
Druid Hills,12,0,Morning,0,0,0,0
Druid Hills,12,0,Day,0,0,0,0
Druid Hills,12,0,Evening,0,0,0,3
Druid Hills,12,1,Morning,0,0,0,0
Druid Hills,12,1,Day,0,1,0,0
Druid Hills,12,1,Evening,0,0,1,1
Druid Hills,12,2,Morning,0,0,1,0
Druid Hills,12,2,Day,0,0,1,0
Druid Hills,12,2,Evening,0,0,1,4
Druid Hills,12,3,Morning,0,0,1,0
Druid Hills,12,3,Day,0,0,0,2
Druid Hills,12,3,Evening,0,0,0,1
Druid Hills,12,4,Morning,0,0,0,0
Druid Hills,12,4,Day,0,0,2,0
Druid Hills,12,4,Evening,0,0,1,4
Druid Hills,12,5,Morning,0,0,1,0
Druid Hills,12,5,Day,0,0,1,0
Druid Hills,12,5,Evening,0,0,1,4
Druid Hills,12,6,Morning,0,0,0,0
Druid Hills,12,6,Day,0,0,0,0
Druid Hills,12,6,Evening,0,0,0,2
East Ardley Road,1,0,Morning,0,0,1,0
East Ardley Road,1,0,Day,0,0,0,0
East Ardley Road,1,0,Evening,0,0,0,0
East Ardley Road,1,1,Morning,0,0,0,0
East Ardley Road,1,1,Day,0,0,0,0
East Ardley Road,1,1,Evening,0,0,0,0
East Ardley Road,1,2,Morning,0,0,0,0
East Ardley Road,1,2,Day,0,0,0,0
East Ardley Road,1,2,Evening,0,0,1,0
East Ardley Road,1,3,Morning,0,0,1,0
East Ardley Road,1,3,Day,0,0,0,0
East Ardley Road,1,3,Evening,0,0,0,0
East Ardley Road,1,4,Morning,0,0,0,0
East Ardley Road,1,4,Day,0,0,0,0
East Ardley Road,1,4,Evening,0,0,0,1
East Ardley Road,1,5,Morning,0,0,0,0
East Ardley Road,1,5,Day,0,0,1,0
East Ardley Road,1,5,Evening,0,0,0,0
East Ardley Road,1,6,Morning,0,0,0,0
East Ardley Road,1,6,Day,0,0,0,0
East Ardley Road,1,6,Evening,0,0,0,0
East Ardley Road,2,0,Morning,0,0,0,0
East Ardley Road,2,0,Day,0,0,0,0
East Ardley Road,2,0,Evening,0,0,0,0
East Ardley Road,2,1,Morning,0,0,0,0
East Ardley Road,2,1,Day,0,0,0,0
East Ardley Road,2,1,Evening,0,0,0,1
East Ardley Road,2,2,Morning,0,0,0,0
East Ardley Road,2,2,Day,0,0,0,0
East Ardley Road,2,2,Evening,0,0,0,0
East Ardley Road,2,3,Morning,0,0,0,0
East Ardley Road,2,3,Day,0,0,0,0
East Ardley Road,2,3,Evening,0,0,0,0
East Ardley Road,2,4,Morning,0,0,0,0
East Ardley Road,2,4,Day,0,0,0,0
East Ardley Road,2,4,Evening,0,0,0,0
East Ardley Road,2,5,Morning,0,0,0,0
East Ardley Road,2,5,Day,0,0,0,0
East Ardley Road,2,5,Evening,0,0,0,0
East Ardley Road,2,6,Morning,0,0,0,0
East Ardley Road,2,6,Day,0,0,0,0
East Ardley Road,2,6,Evening,0,0,0,1
East Ardley Road,3,0,Morning,0,0,0,0
East Ardley Road,3,0,Day,0,0,0,0
East Ardley Road,3,0,Evening,0,0,0,0
East Ardley Road,3,1,Morning,0,0,0,0
East Ardley Road,3,1,Day,0,0,0,0
East Ardley Road,3,1,Evening,0,0,0,0
East Ardley Road,3,2,Morning,0,0,0,0
East Ardley Road,3,2,Day,0,0,0,0
East Ardley Road,3,2,Evening,0,0,0,0
East Ardley Road,3,3,Morning,0,0,0,0
East Ardley Road,3,3,Day,0,0,0,1
East Ardley Road,3,3,Evening,0,0,0,0
East Ardley Road,3,4,Morning,0,0,0,0
East Ardley Road,3,4,Day,0,0,0,0
East Ardley Road,3,4,Evening,0,0,0,0
East Ardley Road,3,5,Morning,0,0,0,0
East Ardley Road,3,5,Day,0,0,0,0
East Ardley Road,3,5,Evening,0,0,0,0
East Ardley Road,3,6,Morning,0,0,0,0
East Ardley Road,3,6,Day,0,0,0,0
East Ardley Road,3,6,Evening,0,1,0,0
East Ardley Road,4,0,Morning,0,0,0,0
East Ardley Road,4,0,Day,0,0,0,0
East Ardley Road,4,0,Evening,0,0,0,0
East Ardley Road,4,1,Morning,0,0,0,0
East Ardley Road,4,1,Day,0,0,0,0
East Ardley Road,4,1,Evening,0,0,0,0
East Ardley Road,4,2,Morning,0,0,0,0
East Ardley Road,4,2,Day,0,0,0,0
East Ardley Road,4,2,Evening,0,0,0,0
East Ardley Road,4,3,Morning,0,0,0,0
East Ardley Road,4,3,Day,0,0,1,0
East Ardley Road,4,3,Evening,0,0,0,0
East Ardley Road,4,4,Morning,0,0,0,0
East Ardley Road,4,4,Day,0,0,0,0
East Ardley Road,4,4,Evening,0,0,0,0
East Ardley Road,4,5,Morning,0,0,0,0
East Ardley Road,4,5,Day,0,1,0,0
East Ardley Road,4,5,Evening,0,0,0,0
East Ardley Road,4,6,Morning,0,0,0,0
East Ardley Road,4,6,Day,0,0,1,1
East Ardley Road,4,6,Evening,0,0,0,1
East Ardley Road,5,0,Morning,0,0,0,0
East Ardley Road,5,0,Day,0,0,0,0
East Ardley Road,5,0,Evening,0,0,0,0
East Ardley Road,5,1,Morning,0,0,0,0
East Ardley Road,5,1,Day,0,0,0,0
East Ardley Road,5,1,Evening,0,0,0,0
East Ardley Road,5,2,Morning,0,0,0,0
East Ardley Road,5,2,Day,0,0,0,1
East Ardley Road,5,2,Evening,0,0,0,0
East Ardley Road,5,3,Morning,0,0,0,0
East Ardley Road,5,3,Day,0,0,0,0
East Ardley Road,5,3,Evening,0,0,0,0
East Ardley Road,5,4,Morning,0,0,0,0
East Ardley Road,5,4,Day,0,0,0,0
East Ardley Road,5,4,Evening,0,0,1,0
East Ardley Road,5,5,Morning,0,1,1,0
East Ardley Road,5,5,Day,0,0,1,0
East Ardley Road,5,5,Evening,0,1,0,0
East Ardley Road,5,6,Morning,0,0,0,0
East Ardley Road,5,6,Day,0,0,0,0
East Ardley Road,5,6,Evening,0,0,0,0
East Ardley Road,6,0,Morning,0,0,0,0
East Ardley Road,6,0,Day,0,0,0,0
East Ardley Road,6,0,Evening,0,0,0,0
East Ardley Road,6,1,Morning,0,0,0,0
East Ardley Road,6,1,Day,0,0,0,0
East Ardley Road,6,1,Evening,0,0,0,0
East Ardley Road,6,2,Morning,0,0,0,0
East Ardley Road,6,2,Day,0,0,0,0
East Ardley Road,6,2,Evening,0,0,1,0
East Ardley Road,6,3,Morning,0,0,0,0
East Ardley Road,6,3,Day,0,0,0,0
East Ardley Road,6,3,Evening,0,0,0,0
East Ardley Road,6,4,Morning,0,0,0,0
East Ardley Road,6,4,Day,0,0,0,0
East Ardley Road,6,4,Evening,0,0,0,0
East Ardley Road,6,5,Morning,0,0,0,0
East Ardley Road,6,5,Day,0,0,0,0
East Ardley Road,6,5,Evening,0,0,0,1
East Ardley Road,6,6,Morning,0,0,0,0
East Ardley Road,6,6,Day,0,0,0,0
East Ardley Road,6,6,Evening,0,0,0,0
