Neighborhood,Month,Day,Shift,Category 1,Category 2,Category 3,Category 4
Lake Claire,8,0,Morning,0,0,0,1
Lake Claire,8,0,Day,0,0,1,1
Lake Claire,8,0,Evening,0,0,4,7
Lake Claire,8,1,Morning,0,0,1,0
Lake Claire,8,1,Day,0,0,0,1
Lake Claire,8,1,Evening,0,1,1,2
Lake Claire,8,2,Morning,0,0,1,0
Lake Claire,8,2,Day,0,0,2,0
Lake Claire,8,2,Evening,0,0,0,8
Lake Claire,8,3,Morning,0,0,0,2
Lake Claire,8,3,Day,0,0,2,0
Lake Claire,8,3,Evening,0,0,0,3
Lake Claire,8,4,Morning,0,0,3,2
Lake Claire,8,4,Day,0,0,1,1
Lake Claire,8,4,Evening,0,0,1,5
Lake Claire,8,5,Morning,0,1,1,0
Lake Claire,8,5,Day,0,0,0,0
Lake Claire,8,5,Evening,0,0,0,3
Lake Claire,8,6,Morning,0,0,0,3
Lake Claire,8,6,Day,0,0,0,1
Lake Claire,8,6,Evening,0,0,1,1
Lake Claire,9,0,Morning,0,0,1,1
Lake Claire,9,0,Day,0,0,0,2
Lake Claire,9,0,Evening,0,0,3,2
Lake Claire,9,1,Morning,0,0,0,4
Lake Claire,9,1,Day,0,0,1,0
Lake Claire,9,1,Evening,0,0,0,6
Lake Claire,9,2,Morning,0,0,0,0
Lake Claire,9,2,Day,0,0,2,1
Lake Claire,9,2,Evening,0,0,0,1
Lake Claire,9,3,Morning,0,1,0,1
Lake Claire,9,3,Day,0,0,2,0
Lake Claire,9,3,Evening,0,0,1,2
Lake Claire,9,4,Morning,0,0,1,0
Lake Claire,9,4,Day,0,0,0,1
Lake Claire,9,4,Evening,0,0,0,0
Lake Claire,9,5,Morning,0,0,1,1
Lake Claire,9,5,Day,0,0,0,0
Lake Claire,9,5,Evening,0,0,1,2
Lake Claire,9,6,Morning,0,0,0,0
Lake Claire,9,6,Day,0,0,0,0
Lake Claire,9,6,Evening,0,0,1,5
Lake Claire,10,0,Morning,0,0,0,2
Lake Claire,10,0,Day,0,0,1,0
Lake Claire,10,0,Evening,0,0,4,4
Lake Claire,10,1,Morning,0,0,1,2
Lake Claire,10,1,Day,0,0,0,2
Lake Claire,10,1,Evening,0,0,0,2
Lake Claire,10,2,Morning,0,0,1,0
Lake Claire,10,2,Day,0,1,2,0
Lake Claire,10,2,Evening,0,0,1,2
Lake Claire,10,3,Morning,0,0,0,2
Lake Claire,10,3,Day,0,0,0,1
Lake Claire,10,3,Evening,0,0,1,1
Lake Claire,10,4,Morning,0,0,2,2
Lake Claire,10,4,Day,0,1,1,1
Lake Claire,10,4,Evening,0,0,1,3
Lake Claire,10,5,Morning,0,0,0,0
Lake Claire,10,5,Day,0,0,0,1
Lake Claire,10,5,Evening,0,0,1,2
Lake Claire,10,6,Morning,0,0,0,1
Lake Claire,10,6,Day,0,0,0,1
Lake Claire,10,6,Evening,0,1,0,1
Lake Claire,11,0,Morning,0,0,1,1
Lake Claire,11,0,Day,0,0,0,0
Lake Claire,11,0,Evening,0,0,2,4
Lake Claire,11,1,Morning,0,0,0,1
Lake Claire,11,1,Day,0,0,1,0
Lake Claire,11,1,Evening,0,1,2,1
Lake Claire,11,2,Morning,0,0,0,0
Lake Claire,11,2,Day,0,0,0,0
Lake Claire,11,2,Evening,0,0,2,5
Lake Claire,11,3,Morning,0,0,2,1
Lake Claire,11,3,Day,0,0,0,0
Lake Claire,11,3,Evening,0,0,0,0
Lake Claire,11,4,Morning,0,0,0,0
Lake Claire,11,4,Day,0,0,1,1
Lake Claire,11,4,Evening,0,1,1,0
Lake Claire,11,5,Morning,0,0,0,0
Lake Claire,11,5,Day,0,0,1,0
Lake Claire,11,5,Evening,0,0,2,1
Lake Claire,11,6,Morning,0,0,0,0
Lake Claire,11,6,Day,0,0,0,0
Lake Claire,11,6,Evening,0,0,0,3
Lake Claire,12,0,Morning,0,0,0,0
Lake Claire,12,0,Day,0,0,0,1
Lake Claire,12,0,Evening,0,1,0,3
Lake Claire,12,1,Morning,0,0,0,0
Lake Claire,12,1,Day,0,0,0,0
Lake Claire,12,1,Evening,0,0,1,0
Lake Claire,12,2,Morning,0,0,0,0
Lake Claire,12,2,Day,0,0,0,0
Lake Claire,12,2,Evening,0,0,0,5
Lake Claire,12,3,Morning,0,0,2,1
Lake Claire,12,3,Day,0,0,0,0
Lake Claire,12,3,Evening,0,0,0,0
Lake Claire,12,4,Morning,0,0,0,0
Lake Claire,12,4,Day,0,0,3,0
Lake Claire,12,4,Evening,0,1,2,6
Lake Claire,12,5,Morning,0,0,0,0
Lake Claire,12,5,Day,0,0,0,0
Lake Claire,12,5,Evening,0,0,3,1
Lake Claire,12,6,Morning,0,0,0,0
Lake Claire,12,6,Day,0,0,1,0
Lake Claire,12,6,Evening,0,0,0,3
Lakewood,1,0,Morning,0,0,2,1
Lakewood,1,0,Day,0,0,1,2
Lakewood,1,0,Evening,0,1,1,1
Lakewood,1,1,Morning,0,0,0,0
Lakewood,1,1,Day,0,2,1,2
Lakewood,1,1,Evening,0,2,2,0
Lakewood,1,2,Morning,0,0,0,1
Lakewood,1,2,Day,0,0,1,1
Lakewood,1,2,Evening,0,0,1,1
Lakewood,1,3,Morning,0,0,1,2
Lakewood,1,3,Day,0,1,2,0
Lakewood,1,3,Evening,0,1,3,2
Lakewood,1,4,Morning,0,0,1,0
Lakewood,1,4,Day,0,1,1,1
Lakewood,1,4,Evening,0,0,0,0
Lakewood,1,5,Morning,0,0,2,1
Lakewood,1,5,Day,0,1,1,0
Lakewood,1,5,Evening,0,0,0,1
Lakewood,1,6,Morning,0,0,0,0
Lakewood,1,6,Day,0,0,3,0
Lakewood,1,6,Evening,0,2,1,1
Lakewood,2,0,Morning,0,0,0,0
Lakewood,2,0,Day,0,0,4,0
Lakewood,2,0,Evening,0,0,1,1
Lakewood,2,1,Morning,0,0,1,0
Lakewood,2,1,Day,0,1,1,1
Lakewood,2,1,Evening,0,1,1,0
Lakewood,2,2,Morning,0,0,1,0
Lakewood,2,2,Day,0,0,3,2
Lakewood,2,2,Evening,0,0,4,0
Lakewood,2,3,Morning,0,1,0,0
Lakewood,2,3,Day,0,0,0,0
Lakewood,2,3,Evening,0,0,1,1
Lakewood,2,4,Morning,1,0,1,0
Lakewood,2,4,Day,0,0,1,0
Lakewood,2,4,Evening,0,0,0,1
Lakewood,2,5,Morning,0,1,1,0
Lakewood,2,5,Day,0,0,0,0
Lakewood,2,5,Evening,0,1,1,1
Lakewood,2,6,Morning,0,0,0,0
Lakewood,2,6,Day,0,1,1,2
Lakewood,2,6,Evening,0,1,0,2
Lakewood,3,0,Morning,0,1,1,1
Lakewood,3,0,Day,0,0,0,1
Lakewood,3,0,Evening,0,1,1,2
Lakewood,3,1,Morning,0,2,1,0
Lakewood,3,1,Day,0,0,2,2
Lakewood,3,1,Evening,0,1,2,1
Lakewood,3,2,Morning,0,0,0,2
Lakewood,3,2,Day,0,0,3,0
Lakewood,3,2,Evening,0,0,2,0
Lakewood,3,3,Morning,0,0,0,0
Lakewood,3,3,Day,0,1,0,2
Lakewood,3,3,Evening,0,0,0,1
Lakewood,3,4,Morning,0,2,1,0
Lakewood,3,4,Day,0,0,1,4
Lakewood,3,4,Evening,0,1,0,1
Lakewood,3,5,Morning,0,0,2,1
Lakewood,3,5,Day,0,1,2,1
Lakewood,3,5,Evening,0,1,4,0
Lakewood,3,6,Morning,0,0,0,0
Lakewood,3,6,Day,0,0,1,0
Lakewood,3,6,Evening,0,0,1,3
Lakewood,4,0,Morning,0,0,1,1
Lakewood,4,0,Day,0,0,0,2
Lakewood,4,0,Evening,0,1,1,1
Lakewood,4,1,Morning,0,0,1,0
Lakewood,4,1,Day,0,0,2,1
Lakewood,4,1,Evening,0,1,3,1
Lakewood,4,2,Morning,0,0,0,0
Lakewood,4,2,Day,0,0,0,1
Lakewood,4,2,Evening,0,1,0,0
Lakewood,4,3,Morning,0,0,0,0
Lakewood,4,3,Day,0,0,3,0
Lakewood,4,3,Evening,0,0,0,1
Lakewood,4,4,Morning,0,1,1,1
Lakewood,4,4,Day,0,1,1,2
Lakewood,4,4,Evening,0,0,0,2
Lakewood,4,5,Morning,0,0,0,0
Lakewood,4,5,Day,0,0,1,0
Lakewood,4,5,Evening,0,0,2,1
Lakewood,4,6,Morning,0,1,0,0
Lakewood,4,6,Day,0,1,2,2
Lakewood,4,6,Evening,0,1,1,0
Lakewood,5,0,Morning,0,0,0,1
Lakewood,5,0,Day,0,0,5,0
Lakewood,5,0,Evening,0,0,1,2
Lakewood,5,1,Morning,0,0,0,0
Lakewood,5,1,Day,0,1,0,1
Lakewood,5,1,Evening,0,0,0,2
Lakewood,5,2,Morning,0,1,1,2
Lakewood,5,2,Day,0,1,3,1
Lakewood,5,2,Evening,0,0,4,2
Lakewood,5,3,Morning,0,0,2,2
Lakewood,5,3,Day,0,0,3,1
Lakewood,5,3,Evening,0,0,1,0
Lakewood,5,4,Morning,0,0,0,1
Lakewood,5,4,Day,0,0,3,1
Lakewood,5,4,Evening,0,0,2,0
Lakewood,5,5,Morning,0,0,2,1
Lakewood,5,5,Day,0,0,1,1
Lakewood,5,5,Evening,0,4,1,0
Lakewood,5,6,Morning,0,0,1,1
Lakewood,5,6,Day,0,0,1,1
Lakewood,5,6,Evening,0,1,2,0
Lakewood,6,0,Morning,0,1,0,0
Lakewood,6,0,Day,0,1,3,0
Lakewood,6,0,Evening,0,0,0,3
Lakewood,6,1,Morning,0,0,1,1
Lakewood,6,1,Day,0,0,3,3
Lakewood,6,1,Evening,0,2,1,0
Lakewood,6,2,Morning,0,2,0,0
Lakewood,6,2,Day,0,5,2,0
Lakewood,6,2,Evening,0,1,2,2
Lakewood,6,3,Morning,0,1,2,2
Lakewood,6,3,Day,0,0,1,1
Lakewood,6,3,Evening,0,0,0,0
Lakewood,6,4,Morning,0,0,1,2
Lakewood,6,4,Day,0,0,1,2
Lakewood,6,4,Evening,0,0,3,1
Lakewood,6,5,Morning,0,0,0,0
Lakewood,6,5,Day,0,0,0,0
Lakewood,6,5,Evening,0,0,4,2
Lakewood,6,6,Morning,0,2,2,1
Lakewood,6,6,Day,0,2,2,0
Lakewood,6,6,Evening,0,1,1,3
Lakewood,7,0,Morning,0,2,0,0
Lakewood,7,0,Day,0,0,2,1
Lakewood,7,0,Evening,0,1,0,0
Lakewood,7,1,Morning,0,0,1,1
Lakewood,7,1,Day,0,3,0,2
Lakewood,7,1,Evening,0,0,2,1
Lakewood,7,2,Morning,0,1,0,0
Lakewood,7,2,Day,0,0,5,0
Lakewood,7,2,Evening,0,3,2,1
Lakewood,7,3,Morning,0,2,1,0
Lakewood,7,3,Day,0,0,1,0
Lakewood,7,3,Evening,0,0,0,3
Lakewood,7,4,Morning,0,0,1,1
Lakewood,7,4,Day,0,0,2,2
Lakewood,7,4,Evening,0,2,3,0
Lakewood,7,5,Morning,0,1,2,0
Lakewood,7,5,Day,0,0,3,2
Lakewood,7,5,Evening,0,3,0,1
Lakewood,7,6,Morning,0,0,0,2
Lakewood,7,6,Day,0,0,4,1
Lakewood,7,6,Evening,0,2,1,2
Lakewood,8,0,Morning,0,1,1,1
Lakewood,8,0,Day,0,0,2,2
Lakewood,8,0,Evening,0,0,2,0
Lakewood,8,1,Morning,0,1,2,0
Lakewood,8,1,Day,0,1,2,0
Lakewood,8,1,Evening,0,1,3,0
Lakewood,8,2,Morning,0,0,2,0
Lakewood,8,2,Day,0,0,2,2
Lakewood,8,2,Evening,0,0,3,1
Lakewood,8,3,Morning,0,0,1,0
Lakewood,8,3,Day,0,1,0,0
Lakewood,8,3,Evening,0,0,2,0
Lakewood,8,4,Morning,0,0,2,0
Lakewood,8,4,Day,0,0,2,1
Lakewood,8,4,Evening,0,1,2,1
Lakewood,8,5,Morning,0,0,0,0
Lakewood,8,5,Day,0,0,2,2
Lakewood,8,5,Evening,0,1,0,0
Lakewood,8,6,Morning,0,0,1,0
Lakewood,8,6,Day,0,1,5,0
Lakewood,8,6,Evening,0,1,4,0
Lakewood,9,0,Morning,0,0,1,1
Lakewood,9,0,Day,0,0,3,2
Lakewood,9,0,Evening,0,0,1,2
Lakewood,9,1,Morning,0,0,1,1
Lakewood,9,1,Day,0,0,5,1
Lakewood,9,1,Evening,0,1,1,2
Lakewood,9,2,Morning,0,0,1,1
Lakewood,9,2,Day,0,1,1,0
Lakewood,9,2,Evening,0,3,2,1
Lakewood,9,3,Morning,0,0,1,1
Lakewood,9,3,Day,0,2,1,1
Lakewood,9,3,Evening,0,2,0,1
Lakewood,9,4,Morning,0,0,0,0
Lakewood,9,4,Day,0,0,1,1
Lakewood,9,4,Evening,0,0,1,1
Lakewood,9,5,Morning,0,1,0,2
Lakewood,9,5,Day,0,1,1,2
Lakewood,9,5,Evening,0,1,0,3
Lakewood,9,6,Morning,0,0,0,1
Lakewood,9,6,Day,0,0,3,2
Lakewood,9,6,Evening,0,4,2,0
Lakewood,10,0,Morning,0,0,1,1
Lakewood,10,0,Day,0,1,3,2
Lakewood,10,0,Evening,0,0,2,0
Lakewood,10,1,Morning,0,0,1,0
Lakewood,10,1,Day,0,1,2,1
Lakewood,10,1,Evening,0,0,3,1
Lakewood,10,2,Morning,0,0,1,0
Lakewood,10,2,Day,0,1,2,1
Lakewood,10,2,Evening,0,3,2,0
Lakewood,10,3,Morning,0,0,1,1
Lakewood,10,3,Day,0,2,1,2
Lakewood,10,3,Evening,0,2,2,1
Lakewood,10,4,Morning,0,0,1,1
Lakewood,10,4,Day,0,0,2,1
Lakewood,10,4,Evening,0,0,0,0
Lakewood,10,5,Morning,0,1,0,0
Lakewood,10,5,Day,0,1,2,0
Lakewood,10,5,Evening,0,0,1,0
Lakewood,10,6,Morning,0,2,0,1
Lakewood,10,6,Day,0,1,1,1
Lakewood,10,6,Evening,0,0,3,1
Lakewood,11,0,Morning,0,0,1,0
Lakewood,11,0,Day,0,2,2,1
Lakewood,11,0,Evening,0,3,1,2
Lakewood,11,1,Morning,0,0,1,0
Lakewood,11,1,Day,0,1,2,3
Lakewood,11,1,Evening,0,0,0,1
Lakewood,11,2,Morning,0,1,1,1
Lakewood,11,2,Day,0,1,1,1
Lakewood,11,2,Evening,0,1,2,3
Lakewood,11,3,Morning,0,0,1,0
Lakewood,11,3,Day,0,1,1,1
Lakewood,11,3,Evening,0,0,4,0
Lakewood,11,4,Morning,0,0,0,0
Lakewood,11,4,Day,0,0,2,0
Lakewood,11,4,Evening,0,1,2,0
Lakewood,11,5,Morning,0,0,1,0
Lakewood,11,5,Day,0,0,2,1
Lakewood,11,5,Evening,0,0,0,2
Lakewood,11,6,Morning,0,0,0,1
Lakewood,11,6,Day,0,0,0,2
Lakewood,11,6,Evening,0,0,3,2
Lakewood,12,0,Morning,0,0,2,1
Lakewood,12,0,Day,0,0,1,1
Lakewood,12,0,Evening,0,3,1,0
Lakewood,12,1,Morning,0,0,0,0
Lakewood,12,1,Day,0,0,2,1
Lakewood,12,1,Evening,0,0,2,0
Lakewood,12,2,Morning,0,0,1,0
Lakewood,12,2,Day,1,0,2,1
Lakewood,12,2,Evening,0,0,1,1
Lakewood,12,3,Morning,0,0,1,2
Lakewood,12,3,Day,0,0,2,1
Lakewood,12,3,Evening,0,0,1,0
Lakewood,12,4,Morning,0,0,3,0
Lakewood,12,4,Day,0,1,2,1
Lakewood,12,4,Evening,0,0,3,2
Lakewood,12,5,Morning,0,1,1,2
Lakewood,12,5,Day,0,2,0,2
Lakewood,12,5,Evening,0,1,1,2
Lakewood,12,6,Morning,0,1,0,0
Lakewood,12,6,Day,1,0,2,2
Lakewood,12,6,Evening,0,0,0,2
Lakewood Heights,1,0,Morning,0,0,3,0
Lakewood Heights,1,0,Day,0,0,7,3
Lakewood Heights,1,0,Evening,0,6,8,7
Lakewood Heights,1,1,Morning,0,0,6,0
Lakewood Heights,1,1,Day,0,0,2,6
Lakewood Heights,1,1,Evening,0,3,5,6
Lakewood Heights,1,2,Morning,0,2,4,2
Lakewood Heights,1,2,Day,0,1,5,5
Lakewood Heights,1,2,Evening,0,2,5,3
Lakewood Heights,1,3,Morning,0,1,3,1
Lakewood Heights,1,3,Day,0,2,6,3
Lakewood Heights,1,3,Evening,0,3,3,3
Lakewood Heights,1,4,Morning,0,1,5,2
Lakewood Heights,1,4,Day,0,2,8,8
Lakewood Heights,1,4,Evening,2,4,5,4
Lakewood Heights,1,5,Morning,0,3,3,1
Lakewood Heights,1,5,Day,0,3,7,6
Lakewood Heights,1,5,Evening,0,3,6,3
Lakewood Heights,1,6,Morning,0,4,1,4
Lakewood Heights,1,6,Day,1,3,7,4
Lakewood Heights,1,6,Evening,0,2,7,8
Lakewood Heights,2,0,Morning,0,0,4,2
Lakewood Heights,2,0,Day,0,3,6,5
Lakewood Heights,2,0,Evening,0,3,1,6
Lakewood Heights,2,1,Morning,0,1,1,3
Lakewood Heights,2,1,Day,0,1,7,5
Lakewood Heights,2,1,Evening,0,2,8,3
Lakewood Heights,2,2,Morning,0,3,2,1
Lakewood Heights,2,2,Day,0,1,7,0
Lakewood Heights,2,2,Evening,0,1,5,0
Lakewood Heights,2,3,Morning,0,1,2,0
Lakewood Heights,2,3,Day,0,3,8,5
Lakewood Heights,2,3,Evening,0,4,4,5
Lakewood Heights,2,4,Morning,0,2,3,1
Lakewood Heights,2,4,Day,0,3,6,2
Lakewood Heights,2,4,Evening,0,5,7,4
Lakewood Heights,2,5,Morning,0,1,2,3
Lakewood Heights,2,5,Day,0,3,7,3
Lakewood Heights,2,5,Evening,0,0,5,7
Lakewood Heights,2,6,Morning,0,1,4,2
Lakewood Heights,2,6,Day,0,3,1,2
Lakewood Heights,2,6,Evening,0,4,5,6
Lakewood Heights,3,0,Morning,0,1,3,1
Lakewood Heights,3,0,Day,0,4,5,4
Lakewood Heights,3,0,Evening,0,7,5,3
Lakewood Heights,3,1,Morning,0,3,3,3
Lakewood Heights,3,1,Day,0,3,2,3
Lakewood Heights,3,1,Evening,1,5,9,3
Lakewood Heights,3,2,Morning,0,1,3,8
Lakewood Heights,3,2,Day,0,1,8,2
Lakewood Heights,3,2,Evening,0,6,6,5
Lakewood Heights,3,3,Morning,0,0,4,3
Lakewood Heights,3,3,Day,0,5,5,2
Lakewood Heights,3,3,Evening,0,2,6,5
Lakewood Heights,3,4,Morning,0,1,5,5
Lakewood Heights,3,4,Day,0,0,9,5
Lakewood Heights,3,4,Evening,0,10,4,5
Lakewood Heights,3,5,Morning,0,1,1,1
Lakewood Heights,3,5,Day,0,0,4,6
Lakewood Heights,3,5,Evening,0,2,2,6
Lakewood Heights,3,6,Morning,0,4,2,2
Lakewood Heights,3,6,Day,0,0,2,2
Lakewood Heights,3,6,Evening,0,3,3,5
Lakewood Heights,4,0,Morning,0,2,5,3
Lakewood Heights,4,0,Day,0,2,10,4
Lakewood Heights,4,0,Evening,0,2,7,7
Lakewood Heights,4,1,Morning,0,1,4,3
Lakewood Heights,4,1,Day,0,6,9,5
Lakewood Heights,4,1,Evening,0,3,5,8
Lakewood Heights,4,2,Morning,0,0,6,2
Lakewood Heights,4,2,Day,0,3,5,6
Lakewood Heights,4,2,Evening,0,6,9,10
Lakewood Heights,4,3,Morning,0,4,0,3
Lakewood Heights,4,3,Day,0,2,7,8
Lakewood Heights,4,3,Evening,1,4,7,7
Lakewood Heights,4,4,Morning,0,1,3,4
Lakewood Heights,4,4,Day,0,1,7,3
Lakewood Heights,4,4,Evening,0,4,9,3
Lakewood Heights,4,5,Morning,0,1,7,5
Lakewood Heights,4,5,Day,0,3,4,9
Lakewood Heights,4,5,Evening,0,9,8,0
Lakewood Heights,4,6,Morning,0,0,0,0
Lakewood Heights,4,6,Day,0,4,2,4
Lakewood Heights,4,6,Evening,0,1,8,4
Lakewood Heights,5,0,Morning,0,3,3,4
Lakewood Heights,5,0,Day,0,3,7,8
Lakewood Heights,5,0,Evening,1,3,8,3
Lakewood Heights,5,1,Morning,0,2,6,2
Lakewood Heights,5,1,Day,0,0,7,8
Lakewood Heights,5,1,Evening,0,4,6,9
Lakewood Heights,5,2,Morning,0,0,3,5
Lakewood Heights,5,2,Day,0,2,8,5
Lakewood Heights,5,2,Evening,0,1,5,10
Lakewood Heights,5,3,Morning,0,2,2,2
Lakewood Heights,5,3,Day,0,0,7,6
Lakewood Heights,5,3,Evening,0,5,9,6
Lakewood Heights,5,4,Morning,0,1,3,3
Lakewood Heights,5,4,Day,0,2,7,4
Lakewood Heights,5,4,Evening,0,4,8,9
Lakewood Heights,5,5,Morning,0,0,2,3
Lakewood Heights,5,5,Day,0,1,4,3
Lakewood Heights,5,5,Evening,0,6,4,12
Lakewood Heights,5,6,Morning,0,3,7,1
Lakewood Heights,5,6,Day,0,4,2,9
Lakewood Heights,5,6,Evening,0,4,7,11
Lakewood Heights,6,0,Morning,0,1,5,3
Lakewood Heights,6,0,Day,0,3,7,5
Lakewood Heights,6,0,Evening,1,6,5,1
Lakewood Heights,6,1,Morning,0,3,5,5
Lakewood Heights,6,1,Day,0,3,15,6
Lakewood Heights,6,1,Evening,0,2,14,8
Lakewood Heights,6,2,Morning,0,2,2,2
Lakewood Heights,6,2,Day,0,0,11,5
Lakewood Heights,6,2,Evening,0,0,4,8
Lakewood Heights,6,3,Morning,0,4,4,3
Lakewood Heights,6,3,Day,0,2,7,5
Lakewood Heights,6,3,Evening,0,4,6,10
Lakewood Heights,6,4,Morning,0,4,6,3
Lakewood Heights,6,4,Day,0,2,8,6
Lakewood Heights,6,4,Evening,0,3,4,9
Lakewood Heights,6,5,Morning,0,4,4,1
Lakewood Heights,6,5,Day,0,2,3,7
Lakewood Heights,6,5,Evening,0,3,10,6
Lakewood Heights,6,6,Morning,0,3,3,1
Lakewood Heights,6,6,Day,0,2,5,6
Lakewood Heights,6,6,Evening,0,3,6,5
Lakewood Heights,7,0,Morning,0,1,8,3
Lakewood Heights,7,0,Day,0,3,6,8
Lakewood Heights,7,0,Evening,0,5,6,8
Lakewood Heights,7,1,Morning,0,3,5,3
Lakewood Heights,7,1,Day,0,3,11,6
Lakewood Heights,7,1,Evening,0,5,7,8
Lakewood Heights,7,2,Morning,1,1,5,3
Lakewood Heights,7,2,Day,0,2,5,4
Lakewood Heights,7,2,Evening,0,7,5,10
Lakewood Heights,7,3,Morning,0,2,3,1
Lakewood Heights,7,3,Day,1,4,2,12
Lakewood Heights,7,3,Evening,0,7,6,6
Lakewood Heights,7,4,Morning,0,0,3,4
Lakewood Heights,7,4,Day,0,3,7,6
Lakewood Heights,7,4,Evening,0,3,6,15
Lakewood Heights,7,5,Morning,0,5,3,2
Lakewood Heights,7,5,Day,0,2,4,4
Lakewood Heights,7,5,Evening,0,8,11,11
Lakewood Heights,7,6,Morning,0,1,10,4
Lakewood Heights,7,6,Day,0,1,6,6
Lakewood Heights,7,6,Evening,0,3,9,10
Lakewood Heights,8,0,Morning,0,2,3,5
Lakewood Heights,8,0,Day,0,2,6,4
Lakewood Heights,8,0,Evening,0,1,2,7
Lakewood Heights,8,1,Morning,0,3,4,5
Lakewood Heights,8,1,Day,0,5,7,7
Lakewood Heights,8,1,Evening,0,3,6,9
Lakewood Heights,8,2,Morning,0,4,2,4
Lakewood Heights,8,2,Day,0,0,8,6
Lakewood Heights,8,2,Evening,0,4,2,3
Lakewood Heights,8,3,Morning,0,2,3,4
Lakewood Heights,8,3,Day,0,1,11,6
Lakewood Heights,8,3,Evening,0,3,5,13
Lakewood Heights,8,4,Morning,0,2,1,5
Lakewood Heights,8,4,Day,0,2,8,10
Lakewood Heights,8,4,Evening,1,0,14,8
Lakewood Heights,8,5,Morning,0,4,5,5
Lakewood Heights,8,5,Day,0,2,4,7
Lakewood Heights,8,5,Evening,0,6,6,14
Lakewood Heights,8,6,Morning,0,7,3,1
Lakewood Heights,8,6,Day,0,0,5,6
Lakewood Heights,8,6,Evening,1,2,7,9
Lakewood Heights,9,0,Morning,0,3,6,4
Lakewood Heights,9,0,Day,0,1,6,3
Lakewood Heights,9,0,Evening,0,3,7,10
Lakewood Heights,9,1,Morning,0,1,3,3
Lakewood Heights,9,1,Day,0,1,8,3
Lakewood Heights,9,1,Evening,0,7,8,8
Lakewood Heights,9,2,Morning,0,0,8,3
Lakewood Heights,9,2,Day,0,1,10,6
Lakewood Heights,9,2,Evening,0,2,5,6
Lakewood Heights,9,3,Morning,0,3,4,2
Lakewood Heights,9,3,Day,0,1,9,5
Lakewood Heights,9,3,Evening,0,3,7,5
Lakewood Heights,9,4,Morning,0,6,7,5
Lakewood Heights,9,4,Day,1,2,5,4
Lakewood Heights,9,4,Evening,1,8,4,10
Lakewood Heights,9,5,Morning,0,2,3,1
Lakewood Heights,9,5,Day,0,2,7,9
Lakewood Heights,9,5,Evening,0,7,2,11
Lakewood Heights,9,6,Morning,0,4,1,2
Lakewood Heights,9,6,Day,0,2,10,6
Lakewood Heights,9,6,Evening,1,4,2,1
Lakewood Heights,10,0,Morning,0,0,3,4
Lakewood Heights,10,0,Day,0,3,9,10
Lakewood Heights,10,0,Evening,0,4,6,2
Lakewood Heights,10,1,Morning,0,1,3,5
Lakewood Heights,10,1,Day,0,4,9,7
Lakewood Heights,10,1,Evening,0,2,6,4
Lakewood Heights,10,2,Morning,0,1,5,4
Lakewood Heights,10,2,Day,0,1,6,2
Lakewood Heights,10,2,Evening,0,5,7,6
Lakewood Heights,10,3,Morning,0,1,1,0
Lakewood Heights,10,3,Day,0,2,7,3
Lakewood Heights,10,3,Evening,0,7,5,2
Lakewood Heights,10,4,Morning,0,1,6,6
Lakewood Heights,10,4,Day,0,4,6,8
Lakewood Heights,10,4,Evening,0,12,10,15
Lakewood Heights,10,5,Morning,0,2,3,3
Lakewood Heights,10,5,Day,0,2,5,8
Lakewood Heights,10,5,Evening,1,2,6,11
Lakewood Heights,10,6,Morning,0,2,5,4
Lakewood Heights,10,6,Day,0,3,2,1
Lakewood Heights,10,6,Evening,0,1,4,6
Lakewood Heights,11,0,Morning,0,3,4,6
Lakewood Heights,11,0,Day,0,2,4,3
Lakewood Heights,11,0,Evening,0,6,7,5
Lakewood Heights,11,1,Morning,0,1,4,2
Lakewood Heights,11,1,Day,0,1,3,4
Lakewood Heights,11,1,Evening,0,6,5,10
Lakewood Heights,11,2,Morning,0,3,3,1
Lakewood Heights,11,2,Day,0,6,6,5
Lakewood Heights,11,2,Evening,0,5,3,5
Lakewood Heights,11,3,Morning,0,1,2,2
Lakewood Heights,11,3,Day,1,0,7,9
Lakewood Heights,11,3,Evening,0,6,9,2
Lakewood Heights,11,4,Morning,0,1,1,1
Lakewood Heights,11,4,Day,0,3,7,6
Lakewood Heights,11,4,Evening,0,6,1,5
Lakewood Heights,11,5,Morning,1,2,2,2
Lakewood Heights,11,5,Day,0,5,1,6
Lakewood Heights,11,5,Evening,0,4,7,4
Lakewood Heights,11,6,Morning,0,0,1,2
Lakewood Heights,11,6,Day,0,2,6,2
Lakewood Heights,11,6,Evening,0,3,4,5
Lakewood Heights,12,0,Morning,0,2,1,1
Lakewood Heights,12,0,Day,0,0,5,2
Lakewood Heights,12,0,Evening,0,4,5,6
Lakewood Heights,12,1,Morning,1,0,1,1
Lakewood Heights,12,1,Day,0,0,7,6
Lakewood Heights,12,1,Evening,0,1,4,1
Lakewood Heights,12,2,Morning,0,2,3,2
Lakewood Heights,12,2,Day,0,1,7,4
Lakewood Heights,12,2,Evening,0,8,7,4
Lakewood Heights,12,3,Morning,0,2,5,1
Lakewood Heights,12,3,Day,0,4,5,3
Lakewood Heights,12,3,Evening,0,2,10,7
Lakewood Heights,12,4,Morning,0,2,1,1
Lakewood Heights,12,4,Day,0,1,10,3
Lakewood Heights,12,4,Evening,0,3,5,1
Lakewood Heights,12,5,Morning,0,3,7,2
Lakewood Heights,12,5,Day,0,3,10,4
