Report Number,Report Date,Occur Date,Occur Time,Possible Date,Possible Time,Beat,Apartment Office Prefix,Apartment Number,Location,Shift Occurrence,Location Type,UCR Literal,UCR #,IBR Code,Neighborhood,NPU,Latitude,Longitude
191291586,5/9/19,5/9/19,1641,5/9/19,1641,602,,,1001 PONCE DE LEON AVE NE @PUBLIX - PONCE,Morning Watch,,LARCENY-NON VEHICLE,630,2303,Poncey-Highland,N,33.7734,-84.35467
191291762,5/9/19,5/9/19,1750,5/9/19,1800,111,,,3509 MARTIN L KING JR DR NW,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Adamsville,H,33.7581,-84.50258
191291963,5/9/19,5/9/19,1036,5/9/19,1038,208,,,3334 PEACHTREE RD NE @ONE BUCKHEAD LOOP,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,North Buckhead,B,33.84911,-84.37075
191290531,5/9/19,5/8/19,430,5/9/19,700,306,,,2027 BADER AVE SW,Day Watch,20,LARCENY-NON VEHICLE,690,2399,Sylvan Hills,X,33.69934,-84.41452
191290554,5/9/19,5/8/19,2000,5/9/19,720,413,,,3902 STONE RD SW,Day Watch,18,LARCENY-NON VEHICLE,690,2399,,P,33.68637,-84.51227
191290739,5/9/19,5/9/19,1,5/9/19,530,404,,,929 CASCADE AVE SW,Morning Watch,20,LARCENY-NON VEHICLE,690,2399,Cascade Avenue/Road,S,33.73002,-84.4411
191291049,5/9/19,5/9/19,1200,5/9/19,1240,509,,,226 COURTLAND ST NE,Day Watch,18,LARCENY-NON VEHICLE,690,2399,Downtown,M,33.76051,-84.38429
191291138,5/9/19,5/9/19,1300,5/9/19,1319,402,,,1101 DONNELLY AVE SW,Day Watch,13,LARCENY-NON VEHICLE,690,2399,Oakland City,S,33.73165,-84.4234
191291162,5/9/19,5/9/19,1200,5/9/19,1310,110,,B,2351 PERRY BLVD NW,Day Watch,26,LARCENY-NON VEHICLE,690,2399,Scotts Crossing,G,33.80549,-84.46592
191291594,5/9/19,2/25/19,1200,3/25/19,1200,414,,,3273 SAVILLE ST SW,Day Watch,20,LARCENY-NON VEHICLE,690,2316,Princeton Lakes,P,33.66281,-84.51757
191291696,5/9/19,5/8/19,1930,5/9/19,830,305,,,174 MOURY AVE SW,Evening Watch,99,LARCENY-NON VEHICLE,690,2399,The Villages at Carver,Y,33.71276,-84.39056
191292379,5/9/19,5/9/19,2341,5/10/19,2341,512,,,105 BROAD ST SW,Morning Watch,13,LARCENY-NON VEHICLE,690,2399,Downtown,M,33.7518,-84.39357
191290634,5/9/19,5/8/19,2030,5/9/19,800,401,,,717 LEE ST SW,Evening Watch,26,BURGLARY-NONRES,512,2203,West End,T,33.7356,-84.41509
191290722,5/9/19,5/2/19,1900,5/9/19,900,606,,,154 SAVANNAH ST SE,Day Watch,20,BURGLARY-RESIDENCE,511,2202,Cabbagetown,N,33.75039,-84.36719
191290736,5/9/19,5/9/19,930,5/9/19,958,312,,,2708 ALTAVIEW DR SE,Day Watch,20,BURGLARY-RESIDENCE,511,2202,Rosedale Heights,Z,33.68086,-84.38146
191291179,5/9/19,5/9/19,1325,5/9/19,1332,201,,K10,2453 CORONET WAY NW,Day Watch,,BURGLARY-RESIDENCE,511,2202,,C,33.82117,-84.44793
191291294,5/9/19,5/9/19,830,5/9/19,1130,611,,,401 HOOPER ST SE,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,East Lake,O,33.74152,-84.29222
191292082,5/9/19,5/9/19,1345,5/9/19,2040,501,APT,4017,470 16TH ST NW,Day Watch,26,BURGLARY-RESIDENCE,511,2202,Home Park,E,33.7883,-84.40387
191292223,5/9/19,5/9/19,1730,5/9/19,1800,209,,2315,600 PHIPPS BLVD NE,Evening Watch,26,BURGLARY-RESIDENCE,511,2202,North Buckhead,B,33.85301,-84.36531
191292298,5/9/19,5/9/19,1845,5/9/19,2251,105,,,38 ANDERSON AVE NW,Morning Watch,20,BURGLARY-RESIDENCE,511,2202,West Lake,J,33.75409,-84.44551
191290390,5/9/19,5/9/19,542,5/9/19,542,409,,,2959 CAMPBELLTON RD SW,Morning Watch,23,ROBBERY-COMMERCIAL,313,1201C,Southwest,R,33.69731,-84.48504
191282201,5/9/19,5/8/19,0,5/8/19,100,306,,,1722 LANIER DR SW,Morning Watch,20,AGG ASSAULT,430,1315,Sylvan Hills,X,33.70793,-84.42501
191290209,5/9/19,5/9/19,200,5/9/19,240,411,,,3160 GREENBRIAR PKWY,Morning Watch,23,AUTO THEFT,710,2404,Greenbriar,R,33.68593,-84.49685
191290374,5/9/19,5/9/19,430,5/9/19,515,506,,,720 DONALD LEE HOLLOWELL PKWY NW,Morning Watch,13,AUTO THEFT,710,2404,English Avenue,L,33.77276,-84.41089
191290686,5/9/19,2/8/19,900,5/9/19,900,505,,,800 PEACHTREE ST NE,Day Watch,26,AUTO THEFT,710,2404,Midtown,E,33.77655,-84.38478
191290748,5/9/19,5/8/19,1700,5/9/19,730,211,,2447,2399 PARKLAND DR NE,Evening Watch,,AUTO THEFT,710,2404,Lindbergh/Morosgo,B,33.8201,-84.36481
191290754,5/9/19,5/9/19,1004,5/9/19,1004,211,,,761 SIDNEY MARCUS BLVD NE,Day Watch,23,AUTO THEFT,710,2404,Lindbergh/Morosgo,B,33.82545,-84.36218
191290790,5/9/19,5/3/19,1800,5/7/19,330,613,,263,1845 PIEDMONT AVE NE,Day Watch,18,AUTO THEFT,710,2404,Morningside/Lenox Park,F,33.80646,-84.36665
191290848,5/9/19,5/9/19,1050,5/9/19,1100,110,,,1904 LUCY COMPTON LN NW,Day Watch,6,AUTO THEFT,710,2404,West Highlands,G,33.79497,-84.45321
191291093,5/9/19,5/7/19,1900,5/9/19,1250,614,,,726 LAKEVIEW AVE NE,Day Watch,13,AUTO THEFT,710,2404,Midtown,E,33.77453,-84.36731
191291209,5/9/19,5/8/19,1000,5/9/19,1540,111,,,3565 MARTIN L KING JR DR NW @COLLIER HEIGHTS SC,Evening Watch,,AUTO THEFT,710,2404,Adamsville,H,33.7601,-84.50466
191291236,5/9/19,5/7/19,2100,5/9/19,1400,604,,,141 HILLIARD STREET ST,Day Watch,26,AUTO THEFT,710,2404,Sweet Auburn,M,33.75036,-84.37678
191291263,5/9/19,5/9/19,1400,5/9/19,1400,406,,,605 LYNN VALLEY RD SW,Day Watch,20,AUTO THEFT,710,2404,,I,33.73905,-84.48385
191291455,5/9/19,5/7/19,1600,5/9/19,730,607,,,1591 WOODLAND AVE SE,Evening Watch,20,AUTO THEFT,710,2404,Custer/McDonough/Guice,W,33.71074,-84.35283
191291836,5/9/19,5/9/19,800,5/9/19,1800,302,,,I-75-85 SB EXPY SW / UNIVERSITY AVE SW,Evening Watch,13,AUTO THEFT,710,2404,Pittsburgh,V,33.72213,-84.395
191291866,5/9/19,5/9/19,1630,5/9/19,1640,309,,,2477 METROPOLITAN PKWY SW,Evening Watch,,AUTO THEFT,710,2404,Perkerson,X,33.68711,-84.40862
191292384,5/9/19,5/9/19,2340,5/9/19,2344,503,,,1065 PEACHTREE ST NE,Morning Watch,14,AUTO THEFT,710,2404,Midtown,E,33.78363,-84.38295
191292385,5/9/19,5/9/19,1800,5/9/19,2330,202,,,3549 NORTHSIDE PKWY,Evening Watch,18,AUTO THEFT,710,2404,Randall Mill,A,33.85114,-84.43035
191290957,5/9/19,5/9/19,1130,5/9/19,1200,303,,7,588 COOPER ST SW,Day Watch,26,AGG ASSAULT,410,1314,Mechanicsville,V,33.73887,-84.3969
191292018,5/9/19,5/9/19,2018,5/9/19,2040,512,,,227 PEACHTREE ST SW,Unknown,12,AGG ASSAULT,410,1314,Downtown,M,33.74835,-84.39519
191291938,5/9/19,5/9/19,1931,5/9/19,1932,511,,,22 PRYOR ST SE,Evening Watch,13,ROBBERY-PEDESTRIAN,311,1204,Downtown,M,33.75374,-84.38898
191291682,5/9/19,5/9/19,1444,5/9/19,1615,108,,1001,2423 MARTIN L KING JR DR NW,Evening Watch,,BURGLARY-RESIDENCE,521,2204,Florida Heights,I,33.75183,-84.46623
191291736,5/9/19,5/9/19,1708,5/9/19,1751,606,,11,454 HAMILTON ST SE,Evening Watch,20,BURGLARY-RESIDENCE,521,2204,Ormewood Park,W,33.74139,-84.35611
191300881,5/10/19,5/10/19,400,5/10/19,415,202,,,3500 TUXEDO RD NW,Morning Watch,18,BURGLARY-RESIDENCE,521,2204,Tuxedo Park,A,33.85108,-84.40595
191302346,5/10/19,5/10/19,2130,5/10/19,2230,105,,,1430 SHARON ST NW,Morning Watch,20,BURGLARY-RESIDENCE,521,2204,Hunter Hills,K,33.75475,-84.43433
191300265,5/10/19,5/10/19,240,5/10/19,300,413,,,2295 BUTNER RD SW,Morning Watch,99,ROBBERY-PEDESTRIAN,311,1204,Fairburn,P,33.6907,-84.52754
191300907,5/10/19,5/10/19,1100,5/10/19,1130,409,,10E,2909 CAMPBELLTON RD SW,Day Watch,26,AGG ASSAULT,410,1314,Southwest,R,33.69869,-84.48265
191301028,5/10/19,5/10/19,1148,5/10/19,1215,210,,,3393 PEACHTREE RD NE,Day Watch,,AGG ASSAULT,410,1314,Lenox,B,33.84676,-84.36212
191301702,5/10/19,5/10/19,1700,5/10/19,1707,411,,,3030 CONTINENTAL COLONY PKWY SW,Evening Watch,18,AGG ASSAULT,410,1314,Greenbriar,R,33.68035,-84.49154
191302224,5/10/19,5/10/19,2130,5/10/19,2136,305,,,1600 PRYOR RD SW,Evening Watch,13,AGG ASSAULT,410,1314,The Villages at Carver,Y,33.71266,-84.39337
191302334,5/10/19,5/10/19,2200,5/11/19,2250,303,,,477 WINDSOR ST SW,Morning Watch,31,AGG ASSAULT,410,1314,Mechanicsville,V,33.74172,-84.39836
191301914,5/10/19,5/10/19,1745,5/10/19,1755,201,,,2260 MARIETTA BLVD NW,Evening Watch,13,AUTO THEFT,720,2424,,C,33.81979,-84.45051
191300477,5/10/19,5/10/19,650,5/10/19,657,211,,,600 GARSON DR NE,Day Watch,18,AUTO THEFT,710,2404,Lindbergh/Morosgo,B,33.81861,-84.37021
191300572,5/10/19,5/9/19,2330,5/10/19,700,607,,,1286 DANNER ST SE,Day Watch,20,AUTO THEFT,710,2404,Woodland Hills,W,33.71908,-84.35204
191300670,5/10/19,5/9/19,1930,5/9/19,2130,202,,,3539 NORTHSIDE PKWY NW @HOUSTONS,Day Watch,18,AUTO THEFT,710,2404,Randall Mill,A,33.85114,-84.43035
191300997,5/10/19,5/10/19,1145,5/10/19,1145,108,,,2094 TIGER FLOWERS DR NW,Day Watch,20,AUTO THEFT,710,2404,Dixie Hills,J,33.75997,-84.45585
191301077,5/10/19,5/10/19,1242,5/10/19,1243,101,,,I-20 WB EXPY SW / JOSEPH E LOWERY BLVD SW,Day Watch,13,AUTO THEFT,710,2404,Harris Chiles,T,33.74159,-84.41764
191301773,5/10/19,5/10/19,1700,5/10/19,1829,307,,,1872 BROWNS MILL RD SE,Evening Watch,33,AUTO THEFT,710,2404,Lakewood Heights,Y,33.70299,-84.37663
191302234,5/10/19,5/10/19,2130,5/10/19,2139,413,,,3580 CAMPBELLTON RD SW,Evening Watch,18,AUTO THEFT,710,2404,,P,33.6899,-84.50584
191302285,5/10/19,5/10/19,2200,5/10/19,2220,212,,,2470 CHESHIRE BRIDGE RD NE,Morning Watch,23,AUTO THEFT,710,2404,Lindridge/Martin Manor,F,33.82205,-84.35239
191302437,5/10/19,5/10/19,2130,5/10/19,2145,305,,,197 MOURY AVE SW,Evening Watch,13,AUTO THEFT,710,2404,The Villages at Carver,Y,33.7174,-84.39315
191302491,5/10/19,5/10/19,2350,5/11/19,20,204,,,1209 COLLIER RD NW,Morning Watch,23,AUTO THEFT,710,2404,,C,33.81161,-84.42571
191300134,5/10/19,5/10/19,130,5/10/19,200,206,,,262 PHARR RD NE,Morning Watch,21,AGG ASSAULT,430,1315,Buckhead Village,B,33.83732,-84.3786
191300162,5/10/19,5/10/19,145,5/10/19,145,501,,,626 14TH ST NW,Morning Watch,18,AGG ASSAULT,430,1315,Home Park,E,33.7859,-84.40785
191300003,5/10/19,5/10/19,1,5/10/19,1,302,,,1074 WELCH ST SW,Morning Watch,20,AGG ASSAULT,420,1315K,Pittsburgh,V,33.72556,-84.40463
191302229,5/10/19,5/10/19,2130,5/10/19,2138,102,,,292 JAMES P BRAWLEY DR NW,Evening Watch,13,AGG ASSAULT,440,1399,Vine City,L,33.76258,-84.41301
191300626,5/10/19,5/9/19,1900,5/10/19,815,308,,298,690 NEW TOWN CIR SE,Day Watch,26,BURGLARY-RESIDENCE,511,2202,Thomasville Heights,Z,33.70683,-84.36418
191300924,5/10/19,5/10/19,700,5/10/19,1100,606,,,26 WALTHALL ST NE,Day Watch,20,BURGLARY-RESIDENCE,511,2202,Reynoldstown,N,33.7544,-84.35201
191301586,5/10/19,12/1/18,800,5/10/19,1600,505,,,265 PONCE DE LEON AVE NE,Evening Watch,26,BURGLARY-RESIDENCE,511,2202,Midtown,E,33.77206,-84.37869
191301881,5/10/19,5/10/19,1830,5/10/19,1905,106,,,556 CAIRO ST NW,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,Bankhead,K,33.76993,-84.41979
191300673,5/10/19,5/10/19,130,5/10/19,140,211,,,600 GARSON DR NE,Morning Watch,18,BURGLARY-NONRES,512,2203,Lindbergh/Morosgo,B,33.81861,-84.37021
191300714,5/10/19,5/10/19,900,5/10/19,915,407,,,3715 ADAMSVILLE DR SW,Day Watch,99,LARCENY-NON VEHICLE,690,2316,Adamsville,H,33.76207,-84.50918
191300781,5/10/19,5/9/19,1330,5/10/19,1001,414,,,3456 WELCOME ALL ROAD SW,Day Watch,99,LARCENY-NON VEHICLE,690,2399,Ben Hill,P,33.65888,-84.52107
191301112,5/10/19,5/9/19,1500,5/10/19,1300,207,,,376 TRABERT AVE NW,Day Watch,5,LARCENY-NON VEHICLE,690,2316,Loring Heights,E,33.79464,-84.40014
191301232,5/10/19,5/9/19,800,5/10/19,1413,108,,,287 ABBEY ST NW,Evening Watch,,LARCENY-NON VEHICLE,690,2399,Penelope Neighbors,J,33.75448,-84.45056
191301234,5/10/19,4/13/19,532,4/13/19,600,210,,,2700 PINE TREE RD NE,Morning Watch,26,LARCENY-NON VEHICLE,690,2310,Pine Hills,B,33.82589,-84.35897
191301236,5/10/19,5/6/19,1,5/10/19,1511,307,,,1805 JONESBORO RD SE,Morning Watch,19,LARCENY-NON VEHICLE,690,2399,Lakewood Heights,Y,33.70471,-84.37885
191302214,5/10/19,5/10/19,2045,5/10/19,2120,211,,,2277 PEACHTREE RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,,E,33.81595,-84.39051
191302216,5/10/19,5/10/19,1845,5/10/19,2130,504,,,665 8TH ST NW,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Marietta Street Artery,E,33.77965,-84.40918
191301185,5/10/19,4/30/19,740,4/30/19,751,609,,,1280 CAROLINE ST,Day Watch,24,LARCENY-NON VEHICLE,630,2303,Edgewood,O,33.75957,-84.34602
191301385,5/10/19,5/10/19,1516,5/10/19,1518,501,,,375 18TH ST NW @TARGET - 18TH,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Atlantic Station,E,33.79303,-84.39921
191301479,5/10/19,5/10/19,1431,5/10/19,1751,505,,,160 PONCE DE LEON AVE NE,Evening Watch,23,LARCENY-NON VEHICLE,630,2303,Midtown,E,33.77224,-84.38491
191301539,5/10/19,5/10/19,1530,5/10/19,1610,204,,,1801 HOWELL MILL RD NW,Evening Watch,7,LARCENY-NON VEHICLE,630,2303,Berkeley Park,D,33.80388,-84.41278
191301662,5/10/19,5/10/19,1644,5/10/19,1645,109,,,2615 DONALD LEE HOLLOWELL PKWY NW,Evening Watch,,LARCENY-NON VEHICLE,630,2303,Center Hill,J,33.7762,-84.47236
191300508,5/10/19,5/10/19,500,5/10/19,716,410,,6,1941 MYRTLE DR SW,Unknown,26,LARCENY-FROM VEHICLE,650,2304,Campbellton Road,R,33.70313,-84.45511
191301090,5/10/19,4/27/19,1800,5/3/19,800,105,,,1300 JOSEPH E BOONE BLVD NW,Day Watch,18,LARCENY-FROM VEHICLE,650,2304,Hunter Hills,K,33.76204,-84.43066
191300171,5/10/19,5/9/19,900,5/10/19,120,206,,,79 W PACES FERRY RD NW @CALL BOX 17,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,South Tuxedo Park,B,33.8408,-84.38244
191300486,5/10/19,5/10/19,630,5/10/19,702,212,,,1977 GOTHAM WAY NE,Day Watch,20,LARCENY-FROM VEHICLE,640,2305,Piedmont Heights,F,33.80856,-84.36922
191300528,5/10/19,5/10/19,1,5/10/19,728,407,,,3961 LA SALLE WAY SW,Morning Watch,20,LARCENY-FROM VEHICLE,640,2305,Baker Hills,H,33.76019,-84.51725
191300536,5/10/19,5/9/19,2100,5/10/19,730,604,,,349 DECATUR ST SE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Sweet Auburn,M,33.74993,-84.37706
191300580,5/10/19,5/9/19,2330,5/10/19,759,607,,,1398 HEIGHTS PARK DR SE,Day Watch,20,LARCENY-FROM VEHICLE,640,2305,Custer/McDonough/Guice,W,33.71579,-84.35084
191300687,5/10/19,5/9/19,2200,5/10/19,840,211,,2009,2323 PIEDMONT RD NE,Morning Watch,26,LARCENY-FROM VEHICLE,640,2305,Lindbergh/Morosgo,B,33.81828,-84.36696
191300747,5/10/19,5/9/19,1800,5/10/19,928,411,,Q3,3200 STONE RD SW,Morning Watch,26,LARCENY-FROM VEHICLE,640,2305,Greenbriar,R,33.6697,-84.49403
191301152,5/10/19,5/10/19,1329,5/10/19,1330,606,,,925 GARRETT ST SE,Day Watch,13,LARCENY-FROM VEHICLE,640,2305,Ormewood Park,W,33.7404,-84.35787
191301287,5/10/19,5/10/19,1423,5/10/19,1428,613,,,2043 CHESHIRE BRIDGE RD NE,Evening Watch,3,LARCENY-FROM VEHICLE,640,2305,Lindridge/Martin Manor,F,33.81123,-84.35601
191301643,5/10/19,5/10/19,1600,5/10/19,1615,103,,,890 CHATTAHOOCHEE,Evening Watch,19,LARCENY-FROM VEHICLE,640,2305,Berkeley Park,D,33.79902,-84.41695
191301687,5/10/19,5/10/19,1600,5/10/19,1630,103,,,1310 ELLSWORTH INDUSTRIAL,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Blandtown,D,33.7889,-84.42636
191301847,5/10/19,4/26/19,1900,4/27/19,200,604,,,11 WILLIAM H BORDERS DR SE,Evening Watch,3,LARCENY-FROM VEHICLE,640,2305,Sweet Auburn,M,33.75391,-84.37565
191300903,5/10/19,5/10/19,900,5/10/19,1104,501,,,264 19TH ST NW,Day Watch,26,LARCENY-NON VEHICLE,670,2308,Atlantic Station,E,33.79321,-84.39692
191300919,5/10/19,5/10/19,928,5/10/19,940,508,,,320 PEACHTREE ST NE,Day Watch,21,LARCENY-NON VEHICLE,670,2308,Downtown,M,33.76333,-84.38702
191301339,5/10/19,5/10/19,1500,5/10/19,1530,103,,,1176 CHATTAHOCEE AVE,Evening Watch,23,LARCENY-NON VEHICLE,670,2308,Blandtown,D,33.80058,-84.42561
191292375,5/10/19,5/9/19,2240,5/9/19,2337,501,,,450 14TH ST NW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Home Park,E,33.78596,-84.40217
191302469,5/10/19,5/10/19,2315,5/10/19,2345,206,,,262 PHARR RD NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Buckhead Village,B,33.83732,-84.3786
191302496,5/10/19,5/10/19,2030,5/11/19,8,507,,,216  WALKER ST SW,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Castleberry Hill,M,33.7488,-84.4021
191310036,5/11/19,5/10/19,2130,5/10/19,2200,505,,,811 PEACHTREE ST NE,Evening Watch,99,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.777,-84.38386
191310104,5/11/19,5/10/19,2230,5/11/19,30,507,,,490 MARIETTA ST NW,Morning Watch,26,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76627,-84.39761
191310148,5/11/19,5/10/19,2300,5/11/19,105,601,,,1045 N HIGHLAND AVE NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Virginia Highland,F,33.78266,-84.3545
191310181,5/11/19,5/10/19,2219,5/11/19,120,503,,,1150 CRESCENT AVE NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.78601,-84.38437
191310227,5/11/19,5/10/19,2300,5/11/19,145,602,,,900 DEKALB AVE NE,Morning Watch,17,LARCENY-FROM VEHICLE,640,2305,Inman Park,N,33.75506,-84.35781
191310261,5/11/19,5/10/19,1900,5/11/19,150,601,,,794 N HIGHLAND AVE NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Virginia Highland,F,33.77614,-84.35269
191310392,5/11/19,5/10/19,1800,5/11/19,400,606,,3160,880 GLENWOOD AVE SE,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Grant Park,W,33.73991,-84.35917
191310464,5/11/19,5/11/19,530,5/11/19,542,610,,,89 MONTGOMERY ST SE,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Kirkwood,O,33.75076,-84.33941
191310506,5/11/19,5/10/19,2200,5/11/19,600,301,,,851 BEECHWOOD AVE SW,Morning Watch,20,LARCENY-FROM VEHICLE,640,2305,Capitol View,X,33.72047,-84.41587
191310547,5/11/19,5/11/19,700,5/11/19,724,512,,,102 BROAD ST SW,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.75178,-84.39318
191310632,5/11/19,5/11/19,800,5/11/19,843,401,,,854 OAK ST SW,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,West End,T,33.74057,-84.41685
191310673,5/11/19,5/10/19,2345,5/11/19,745,510,,,89 ELLIS ST,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.75848,-84.38468
191310763,5/11/19,5/11/19,300,5/11/19,300,109,,,864 CAPITOL VIEW AVE NW,Morning Watch,20,LARCENY-FROM VEHICLE,640,2305,Center Hill,J,33.77845,-84.46728
191310815,5/11/19,5/10/19,1400,5/11/19,730,602,,,670 DEKALB AVE SE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Inman Park,N,33.75371,-84.36535
191310877,5/11/19,5/11/19,1045,5/11/19,1112,103,,,1122 OLD CHATTAHOOCHEE AVE NW,Day Watch,13,LARCENY-FROM VEHICLE,640,2305,Blandtown,D,33.79995,-84.42484
191310978,5/11/19,5/10/19,2000,5/11/19,1207,605,,,318 CHEROKEE AVE SE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Grant Park,W,33.74626,-84.37318
191311050,5/11/19,5/11/19,1230,5/11/19,1249,303,,,325 RALPH D ABERNATHY BLVD SW,Day Watch,12,LARCENY-FROM VEHICLE,640,2305,Mechanicsville,V,33.73724,-84.39859
191311093,5/11/19,5/11/19,1200,5/11/19,1330,605,,,790 BERNE ST SE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Grant Park,W,33.7371,-84.36139
191311116,5/11/19,5/11/19,1300,5/11/19,1310,202,,,3519 NORTHSIDE PKWY NW,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Randall Mill,A,33.85074,-84.43027
191311370,5/11/19,5/11/19,1300,5/11/19,1508,304,,,945 MARTIN ST SE,Evening Watch,20,LARCENY-FROM VEHICLE,640,2305,Peoplestown,V,33.72869,-84.3835
191311419,5/11/19,5/11/19,1415,5/11/19,1545,502,,,ARTS CENTER WAY NE / 16TH ST NE,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.79003,-84.38658
191311473,5/11/19,5/10/19,2130,5/11/19,0,103,,,1600 ELLSWORTH INDUSTRIAL BLVD NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Blandtown,D,33.79826,-84.42811
191311522,5/11/19,5/11/19,1630,5/11/19,1640,306,,,1104 ASTOR AVE SW,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Sylvan Hills,X,33.70136,-84.4247
191311555,5/11/19,5/11/19,420,5/11/19,420,401,,,850 OAK ST SW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,West End,T,33.74057,-84.4168
191311764,5/11/19,5/11/19,1835,5/11/19,1835,205,,,1892 HOWELL MILL RD NW,Evening Watch,23,LARCENY-FROM VEHICLE,640,2305,Wildwood (NPU-C),C,33.80673,-84.41316
191311881,5/11/19,5/11/19,1900,5/11/19,1930,103,,,2429 BOLTON RD NW,Evening Watch,23,LARCENY-FROM VEHICLE,640,2305,Bolton,D,33.82065,-84.45537
191312179,5/11/19,5/11/19,2100,5/11/19,2230,501,,,1016 HOWELL MILL RD NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Home Park,E,33.78183,-84.41244
191312266,5/11/19,5/11/19,1800,5/11/19,2323,614,,,929 CHARLES ALLEN DR NE @APS GRADY HS,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.78119,-84.37151
191312282,5/11/19,5/11/19,2255,5/12/19,2315,204,,,1170 COLLIER RD NW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Underwood Hills,D,33.8109,-84.4259
191311893,5/11/19,5/11/19,2000,5/11/19,2030,103,,,1176 CHATTAHOOCHEE AVE NW ,Evening Watch,23,LARCENY-NON VEHICLE,670,2308,Blandtown,D,33.80058,-84.42561
191312216,5/11/19,5/11/19,1900,5/11/19,2257,305,,3617,178 MOURY AVE SW,Morning Watch,18,LARCENY-FROM VEHICLE,650,2304,The Villages at Carver,Y,33.71347,-84.39079
191310774,5/11/19,5/11/19,940,5/11/19,1006,211,,,2539 PIEDMONT RD NE @TARGET - PIEDMONT,Day Watch,7,LARCENY-NON VEHICLE,630,2303,Lindbergh/Morosgo,B,33.82403,-84.36328
191310957,5/11/19,5/11/19,1130,5/11/19,1155,511,,,21 PEACHTREE ST SW,Day Watch,24,LARCENY-NON VEHICLE,630,2303,Downtown,M,33.75367,-84.39045
191311223,5/11/19,5/11/19,1350,5/11/19,1500,207,,,485 BISHOP ST NW,Evening Watch,99,LARCENY-NON VEHICLE,630,2303,Loring Heights,E,33.79318,-84.40391
191311253,5/11/19,5/11/19,1415,5/11/19,1500,609,,,1275 CAROLINE ST NE @TARGET - CAROLINE,Evening Watch,24,LARCENY-NON VEHICLE,630,2303,Edgewood,O,33.75674,-84.34619
191311508,5/11/19,5/11/19,1627,5/11/19,1627,102,,,835 MARTIN L KING JR DR NW,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Vine City,L,33.75504,-84.41457
191311521,5/11/19,5/11/19,1630,5/11/19,1710,609,,,1275 CAROLINE ST NE @TARGET - CAROLINE,Evening Watch,24,LARCENY-NON VEHICLE,630,2303,Edgewood,O,33.75674,-84.34619
191311618,5/11/19,5/11/19,1700,5/11/19,1720,211,,,2625 PIEDMONT RD NE,Evening Watch,24,LARCENY-NON VEHICLE,630,2303,Lindbergh/Morosgo,B,33.82742,-84.36532
191311654,5/11/19,5/11/19,1430,5/11/19,1455,411,,,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,Evening Watch,7,LARCENY-NON VEHICLE,630,2303,Greenbriar,R,33.68677,-84.49773
191311813,5/11/19,5/11/19,1903,5/11/19,1903,204,,,1801 HOWELL MILL RD NW,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Berkeley Park,D,33.80388,-84.41278
191302315,5/11/19,5/10/19,2130,5/10/19,2240,501,,,339 14TH ST NW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Home Park,E,33.78627,-84.39817
191302481,5/11/19,5/10/19,2350,5/11/19,50,105,,,221 CHAPPEL RD NW,Morning Watch,13,LARCENY-NON VEHICLE,690,2399,Hunter Hills,K,33.76114,-84.43324
